"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Audience_age";"Sentences";"Words";"Full context";"Example source"
" жем обен еокьнелам :окшоко еокосыв еовс";"хынмет";"свое высокое окошко: маленькое небо меж";"темных";" ";"ветвей, никогда не обманула, ― ни в";"Е. Г. Гуро. Вдруг весеннее  («Земля дышала ивами в близкое небо…») (1912)";"Е. Г. Гуро";"1877";"Вдруг весеннее  («Земля дышала ивами в близкое небо…»)";"1912";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"5";"55";"Верила в свое высокое окошко: маленькое небо меж темных ветвей, никогда не обманула, ― ни в чем не виновна, и вот она спит и дышит…";"ced2111609092d16e848fd46755c45fe:3:8"
" и";"олпет";"и";"тепло";".(1912)  ";"";"Е. Г. Гуро. Вдруг весеннее  («Земля дышала ивами в близкое небо…») (1912)";"Е. Г. Гуро";"1877";"Вдруг весеннее  («Земля дышала ивами в близкое небо…»)";"1912";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"5";"55";"и тепло.(1912)";"ced2111609092d16e848fd46755c45fe:4:1"
" а ― ,ьлачеп ен ьлачеп И алшото";"йинис";"отошла И печаль не печаль, ― а";"синий";" ";"цветок.";"Е. Г. Гуро. Звенят кузнечики  («Звени, звени, моя осень…») (1912)";"Е. Г. Гуро";"1877";"Звенят кузнечики  («Звени, звени, моя осень…»)";"1912";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"11";"120";"Знаю я, отчего сердце кончалося ― А кончина его не страшна ― Отчего печаль перегрустнулась и отошла И печаль не печаль, ― а синий цветок.";"5c987e3c18e6413f9096931b6f78c50d:3:20"
" зи тоВ";"огонсарк";"Вот из";"красного";" ";"уха мужчины вышло облако и часть";"Е. Г. Гуро. Финская мелодия  («Над нами, фрачными, корсетными, крахмальными…») (1912)";"Е. Г. Гуро";"1877";"Финская мелодия  («Над нами, фрачными, корсетными, крахмальными…»)";"1912";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"37";"250";"Вот из красного уха мужчины вышло облако и часть леса, а женщина выпустила из головы сосны, а я дорогу и парня в валенках.";"7cd20b6aa8d827f810f92dec5c999dd0:5:2"
" липот ебет Я";"олпет";"Я тебе топил";"тепло";" ";"печку, а у тебя для моего";"Е. Г. Гуро. Финская мелодия  («Над нами, фрачными, корсетными, крахмальными…») (1912)";"Е. Г. Гуро";"1877";"Финская мелодия  («Над нами, фрачными, корсетными, крахмальными…»)";"1912";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"37";"250";"Я тебе топил тепло печку, а у тебя для моего топорища руки малы.";"7cd20b6aa8d827f810f92dec5c999dd0:21:3"
" В ";"молеб";"В";"белом";" ";"зале, обиженном папиросами Комиссионеров, разбившихся по";"Е. Г. Гуро. «В белом зале, обиженном папиросами…» (1910)";"Е. Г. Гуро";"1877";"«В белом зале, обиженном папиросами…»";"1910";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"10";"129";"В белом зале, обиженном папиросами Комиссионеров, разбившихся по столам: На стене распятая фреска, Обнаженная безучастным глазам.";"b77f3e1bab13bb7ecca51ad9fa4a1d03:0:1"
" йикелад дас ан ажохоп анО";"хылеБ";"Она похожа на сад далекий";"Белых";" ";"ангелов ― нет одна ― Как лишенная престола";"Е. Г. Гуро. «В белом зале, обиженном папиросами…» (1910)";"Е. Г. Гуро";"1877";"«В белом зале, обиженном папиросами…»";"1910";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"10";"129";"Она похожа на сад далекий Белых ангелов ― нет одна ― Как лишенная престола царевна, Она будет молчать и она бледна.";"b77f3e1bab13bb7ecca51ad9fa4a1d03:1:5"
" ано и ьтачлом тедуб анО ,анверац";"анделб";"царевна, Она будет молчать и она";"бледна";".  ";"";"Е. Г. Гуро. «В белом зале, обиженном папиросами…» (1910)";"Е. Г. Гуро";"1877";"«В белом зале, обиженном папиросами…»";"1910";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"10";"129";"Она похожа на сад далекий Белых ангелов ― нет одна ― Как лишенная престола царевна, Она будет молчать и она бледна.";"b77f3e1bab13bb7ecca51ad9fa4a1d03:1:18"
" в аксерФ теат отч ,ьтинмопсв одаН";"йонйефок";"Надо вспомнить, что тает Фреска в";"кофейной";", ";"И фонарь в переулке светит Как";"Е. Г. Гуро. «В белом зале, обиженном папиросами…» (1910)";"Е. Г. Гуро";"1877";"«В белом зале, обиженном папиросами…»";"1910";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"10";"129";"Но тем, ― кто приходит сюда,― Сберечь жизни ― И представить их души в горницу Христа ― Надо вспомнить, что тает Фреска в кофейной, И фонарь в переулке светит Как звезда.(1910)";"b77f3e1bab13bb7ecca51ad9fa4a1d03:9:20"
" иледнерк в илИ";"еижыр";"Или в крендели";"рыжие";" ";"и веселые, Прутики в стеклянном небе";"Е. Г. Гуро. Ветер  («Радость летает на крыльях…») (1910)";"Е. Г. Гуро";"1877";"Ветер  («Радость летает на крыльях…»)";"1910";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"11";"63";"Или в крендели рыжие и веселые, Прутики в стеклянном небе голые.";"b9c89684d2de9a0d98072598dfa793d3:5:3"
" ,еолат ретеВ";"еорес";"Ветер талое,";"серое";" ";"небо рвал, ветер по городу летал";"Е. Г. Гуро. «Говорил испуганный человек…» (1909)";"Е. Г. Гуро";"1877";"«Говорил испуганный человек…»";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"19";"164";"Ветер талое, серое небо рвал, ветер по городу летал; уничтожал тупики, стены.";"41fd9f0b2357b2f418835492262c05f8:16:2"
" аз ьсалелпоП ,ажорд овилсурт ,яатибоп акночабос";"мылксут";"собачонка побитая, трусливо дрожа, Поплелась за";"тусклым";" ";"прохожим.";"Е. Г. Гуро. «Сильный, красивый, богатый…» (1909)";"Е. Г. Гуро";"1877";"«Сильный, красивый, богатый…»";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"12";"72";"И тогда, как собачонка побитая, трусливо дрожа, Поплелась за тусклым прохожим.";"e1b17ba952bbd90e94fb8665c6408d80:10:9"
" хакур В";"яатолоз";"В руках";"золотая";" ";"арфа, на ней зелёные птички, на";"Е. Г. Гуро. Готическая миниатюра  («В пирном сводчатом зале…») (1909)";"Е. Г. Гуро";"1877";"Готическая миниатюра  («В пирном сводчатом зале…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"12";"142";"В руках золотая арфа, на ней зелёные птички, на платье его тёмносинем золоченые пчелки.";"80dbe400d0003d4a08219dcd68496a2d:2:2"
" йен ан ,афра яатолоз хакур В";"еынёлез";"В руках золотая арфа, на ней";"зелёные";" ";"птички, на платье его тёмносинем золоченые";"Е. Г. Гуро. Готическая миниатюра  («В пирном сводчатом зале…») (1909)";"Е. Г. Гуро";"1877";"Готическая миниатюра  («В пирном сводчатом зале…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"12";"142";"В руках золотая арфа, на ней зелёные птички, на платье его тёмносинем золоченые пчелки.";"80dbe400d0003d4a08219dcd68496a2d:2:6"
"-еннесев онбодоп и ,ирацыр еындорогалб могурк";"мылеб";"кругом благородные рыцари, и подобно весенне-";"белым";" ";"цветам красоты нежнейшей, замирая, внимают дамы";"Е. Г. Гуро. Готическая миниатюра  («В пирном сводчатом зале…») (1909)";"Е. Г. Гуро";"1877";"Готическая миниатюра  («В пирном сводчатом зале…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"12";"142";"И, цвет христианских держав, кругом благородные рыцари, и подобно весенне-белым цветам красоты нежнейшей, замирая, внимают дамы, сжав лилейно-тонкие руки.";"80dbe400d0003d4a08219dcd68496a2d:3:10"
" ьсилсеноп :мануртс миктуч оп тидоворп нО";"еылеб";"Он проводит по чутким струнам: понеслись";"белые";" ";"кони.";"Е. Г. Гуро. Готическая миниатюра  («В пирном сводчатом зале…») (1909)";"Е. Г. Гуро";"1877";"Готическая миниатюра  («В пирном сводчатом зале…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"12";"142";"Он проводит по чутким струнам: понеслись белые кони.";"80dbe400d0003d4a08219dcd68496a2d:4:6"
" оп тидоворп нО";"мылтевс";"Он проводит по";"светлым";" ";"струнам: расцвели красные розы.";"Е. Г. Гуро. Готическая миниатюра  («В пирном сводчатом зале…») (1909)";"Е. Г. Гуро";"1877";"Готическая миниатюра  («В пирном сводчатом зале…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"12";"142";"Он проводит по светлым струнам: расцвели красные розы.";"80dbe400d0003d4a08219dcd68496a2d:5:3"
" илевцсар :мануртс мылтевс оп тидоворп нО";"еынсарк";"Он проводит по светлым струнам: расцвели";"красные";" ";"розы.";"Е. Г. Гуро. Готическая миниатюра  («В пирном сводчатом зале…») (1909)";"Е. Г. Гуро";"1877";"Готическая миниатюра  («В пирном сводчатом зале…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"12";"142";"Он проводит по светлым струнам: расцвели красные розы.";"80dbe400d0003d4a08219dcd68496a2d:5:6"
" ичон ьдерс и ― ,лепаз нО";"йенис";"Он запел, ― и средь ночи";"синей";" ";"родилось весеннее утро.";"Е. Г. Гуро. Готическая миниатюра  («В пирном сводчатом зале…») (1909)";"Е. Г. Гуро";"1877";"Готическая миниатюра  («В пирном сводчатом зале…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"12";"142";"Он запел, ― и средь ночи синей родилось весеннее утро.";"80dbe400d0003d4a08219dcd68496a2d:8:5"
" ыдзевз тятселб окосыВ";"йотолоЗ";"Высоко блестят звезды";"Золотой";" ";"бумаги, И дерутся два паяца, Скрестив";"Е. Г. Гуро. Детская шарманочка  («С ледяных сосулек искорки…») (1909)";"Е. Г. Гуро";"1877";"Детская шарманочка  («С ледяных сосулек искорки…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"10";"95";"Высоко блестят звезды Золотой бумаги, И дерутся два паяца, Скрестив шпаги.";"2cc1ec868a089faae8e711babf8288d6:5:3"
" и мылгурК мером аз окелад ,окелаД";"мыбулог";"Далеко, далеко за морем Круглым и";"голубым";" ";"Рдеют апельсины Под месяцем золотым.";"Е. Г. Гуро. Детская шарманочка  («С ледяных сосулек искорки…») (1909)";"Е. Г. Гуро";"1877";"Детская шарманочка  («С ледяных сосулек искорки…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"10";"95";"Арлекин поет песенку: ― Далеко, далеко за морем Круглым и голубым Рдеют апельсины Под месяцем золотым.";"2cc1ec868a089faae8e711babf8288d6:6:9"
" мецясем доП ынисьлепа тюедР мыбулог и";"мытолоз";"и голубым Рдеют апельсины Под месяцем";"золотым";".  ";"";"Е. Г. Гуро. Детская шарманочка  («С ледяных сосулек искорки…») (1909)";"Е. Г. Гуро";"1877";"Детская шарманочка  («С ледяных сосулек искорки…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"10";"95";"Арлекин поет песенку: ― Далеко, далеко за морем Круглым и голубым Рдеют апельсины Под месяцем золотым.";"2cc1ec868a089faae8e711babf8288d6:6:14"
" тядялг И";"еинис";"И глядят";"синие";" ";"звезды На счастливые мандарины И смеются";"Е. Г. Гуро. Детская шарманочка  («С ледяных сосулек искорки…») (1909)";"Е. Г. Гуро";"1877";"Детская шарманочка  («С ледяных сосулек искорки…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"10";"95";"И глядят синие звезды На счастливые мандарины И смеются блесткам золотым Под бряцанье мандолины.(1909)";"2cc1ec868a089faae8e711babf8288d6:9:2"
" мактселб ястюемс И ынираднам еывилтсачс аН";"мытолоз";"На счастливые мандарины И смеются блесткам";"золотым";" ";"Под бряцанье мандолины.(1909)";"Е. Г. Гуро. Детская шарманочка  («С ледяных сосулек искорки…») (1909)";"Е. Г. Гуро";"1877";"Детская шарманочка  («С ледяных сосулек искорки…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"10";"95";"И глядят синие звезды На счастливые мандарины И смеются блесткам золотым Под бряцанье мандолины.(1909)";"2cc1ec868a089faae8e711babf8288d6:9:10"
" ястялевеш инет в а ;тущеперт имактеном";"еынмет";"монетками трепещут; а в тени шевелятся";"темные";" ";"созданья: это тени чертят на листве";"Е. Г. Гуро. Днём  («Прядки на березе разовьются, вьются…») (1909)";"Е. Г. Гуро";"1877";"Днём  («Прядки на березе разовьются, вьются…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"10";"102";"Прядки освещенные монетками трепещут; а в тени шевелятся темные созданья: это тени чертят на листве узоры.";"b77b9c25332d4378296594d76b43fb3d:2:8"
"-овиргонмет юувеоб ьдашол в ьсалитарверп ;ымад";"юунелез";"дамы; превратилась в лошадь боевую темногриво-";"зеленую";"…  ";"";"Е. Г. Гуро. Днём  («Прядки на березе разовьются, вьются…») (1909)";"Е. Г. Гуро";"1877";"Днём  («Прядки на березе разовьются, вьются…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"10";"102";"Размахнулся нос у важной дамы; превратилась в лошадь боевую темногриво-зеленую…";"b77b9c25332d4378296594d76b43fb3d:4:10"
" абен илкетоп икчотсил в и ;ьсалавозарбо";"еылтевс";"образовалась; и в листочки потекли неба";"светлые";" ";"озера, неба светлые кружки: озеро в";"Е. Г. Гуро. Днём  («Прядки на березе разовьются, вьются…») (1909)";"Е. Г. Гуро";"1877";"Днём  («Прядки на березе разовьются, вьются…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"10";"102";"Расширялась, расширялась, и венком образовалась; и в листочки потекли неба светлые озера, неба светлые кружки: озеро в венке качается…";"b77b9c25332d4378296594d76b43fb3d:6:10"
" абен ,арезо еылтевс абен илкетоп икчотсил";"еылтевс";"листочки потекли неба светлые озера, неба";"светлые";" ";"кружки: озеро в венке качается…";"Е. Г. Гуро. Днём  («Прядки на березе разовьются, вьются…») (1909)";"Е. Г. Гуро";"1877";"Днём  («Прядки на березе разовьются, вьются…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"10";"102";"Расширялась, расширялась, и венком образовалась; и в листочки потекли неба светлые озера, неба светлые кружки: озеро в венке качается…";"b77b9c25332d4378296594d76b43fb3d:6:13"
" хи ,яьнедив ужелс я инет йещюат";"еынелез";"тающей тени я слежу виденья, их";"зеленые";" ";"кивки, маски и движенья, лёжа в";"Е. Г. Гуро. Днём  («Прядки на березе разовьются, вьются…») (1909)";"Е. Г. Гуро";"1877";"Днём  («Прядки на березе разовьются, вьются…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"10";"102";"В летней тающей тени я слежу виденья, их зеленые кивки, маски и движенья, лёжа в счастьи солнечной поры.(1909)";"b77b9c25332d4378296594d76b43fb3d:9:8"
" ежУ";"еылеб";"Уже";"белые";" ";"платьица мелькали, Уж косые лучи хотели";"Е. Г. Гуро. Едкое  («Пригласили! Наконец-то пригласили…») (1909)";"Е. Г. Гуро";"1877";"Едкое  («Пригласили! Наконец-то пригласили…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"21";"113";"Уже белые платьица мелькали, Уж косые лучи хотели счастья.";"d1c2dad097ec00d4d3f71356dd052716:5:1"
" лыб кожул ,йынешарк онволС ,пил уджеМ";"йынелез";"Между лип, Словно крашеный, лужок был";"зеленый";"!  ";"";"Е. Г. Гуро. Едкое  («Пригласили! Наконец-то пригласили…») (1909)";"Е. Г. Гуро";"1877";"Едкое  («Пригласили! Наконец-то пригласили…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"21";"113";"Между лип, Словно крашеный, лужок был зеленый!";"d1c2dad097ec00d4d3f71356dd052716:7:6"
" ясилидохсар ,хирнеГ ьрацыр лапорп каК";"еынмет";"Как пропал рыцарь Генрих, расходилися";"темные";" ";"силы, души Сарацинов неверных: скалы грызут";"Е. Г. Гуро. Из средневековья  («В небе колючие звезды…») (1909)";"Е. Г. Гуро";"1877";"Из средневековья  («В небе колючие звезды…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"16";"130";"Как пропал рыцарь Генрих, расходилися темные силы, души Сарацинов неверных: скалы грызут зубами, скрежещут и воют.";"1b7f51fe143c5ed6bd3a996cc1ae1396:5:5"
" молегнА« ";"мылеб";"«Ангелом";"белым";" ";"Пречистая Лилия, ты, безгрешная Жертва Вечерняя";"Е. Г. Гуро. Из средневековья  («В небе колючие звезды…») (1909)";"Е. Г. Гуро";"1877";"Из средневековья  («В небе колючие звезды…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"16";"130";"«Ангелом белым Пречистая Лилия, ты, безгрешная Жертва Вечерняя, Роза Эдемская, Елизавета!»";"1b7f51fe143c5ed6bd3a996cc1ae1396:6:1"
" йовт легна ябет сан аз тилоМ";"йылеб";"Молит за нас тебя ангел твой";"белый";", «";"наша заступница «Елизавета!";"Е. Г. Гуро. Из средневековья  («В небе колючие звезды…») (1909)";"Е. Г. Гуро";"1877";"Из средневековья  («В небе колючие звезды…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"16";"130";"«Молит за нас тебя ангел твой белый, «наша заступница «Елизавета!";"1b7f51fe143c5ed6bd3a996cc1ae1396:9:6"
" ьтсалв ,ьнигС« ";"яанмет";"«Сгинь, власть";"темная";" «";"от гроба непорочного.";"Е. Г. Гуро. Из средневековья  («В небе колючие звезды…») (1909)";"Е. Г. Гуро";"1877";"Из средневековья  («В небе колючие звезды…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"16";"130";"«Сгинь, власть темная «от гроба непорочного.  «Свечи четыре ― «Пречистый Крест «и лилии ― лилии, «молитвы христианские!»………………..";"1b7f51fe143c5ed6bd3a996cc1ae1396:10:2"
" в тюакьлем етолоб в икьногО";"йотиводя";"Огоньки в болоте мелькают в";"ядовитой";" ";"притихшей тине.";"Е. Г. Гуро. Из средневековья  («В небе колючие звезды…») (1909)";"Е. Г. Гуро";"1877";"Из средневековья  («В небе колючие звезды…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"16";"130";"Огоньки в болоте мелькают в ядовитой притихшей тине.";"1b7f51fe143c5ed6bd3a996cc1ae1396:12:5"
"";"микрЯ";"";"Ярким";" ";"огнем горит рампа.";"Е. Г. Гуро. Скука  («В черноте горячей листвы…») (1909)";"Е. Г. Гуро";"1877";"Скука  («В черноте горячей листвы…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"22";"125";"В шарманке вертятся, гудят, ревут валики. Ярким огнем горит рампа.";"1b93c48debaa1fd0aaa8de5f95436268:3:0"
" реев йовс тилевеш ettereiP";"йынреч";"Pierette шевелит свой веер";"черный";". ";"";"Е. Г. Гуро. Скука  («В черноте горячей листвы…») (1909)";"Е. Г. Гуро";"1877";"Скука  («В черноте горячей листвы…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"22";"125";"Над забытым столиком, в саду, фонарь или лампа. Pierette шевелит свой веер черный. Конфетти шуршит в аллейке сорной.";"1b93c48debaa1fd0aaa8de5f95436268:5:4"
" мат ястеачнев мераноф С";"яанреч";"С фонарем венчается там";"черная";" ";"ночь лета.";"Е. Г. Гуро. Скука  («В черноте горячей листвы…») (1909)";"Е. Г. Гуро";"1877";"Скука  («В черноте горячей листвы…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"22";"125";"С фонарем венчается там черная ночь лета.";"1b93c48debaa1fd0aaa8de5f95436268:17:4"
" ,япос и ятсивс ,ьсаливзВ";"яансарк";"Взвилась, свистя и сопя,";"красная";" ";"ракета.";"Е. Г. Гуро. Скука  («В черноте горячей листвы…») (1909)";"Е. Г. Гуро";"1877";"Скука  («В черноте горячей листвы…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"22";"125";"Взвилась, свистя и сопя, красная ракета.";"1b93c48debaa1fd0aaa8de5f95436268:18:4"
" кираноф ,хА ― ";"йывежнаро";"― Ах, фонарик";"оранжевый";", ― ";"приди! ―";"Е. Г. Гуро. Скука  («В черноте горячей листвы…») (1909)";"Е. Г. Гуро";"1877";"Скука  («В черноте горячей листвы…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"22";"125";"― Ах, фонарик оранжевый, ― приди! ―";"1b93c48debaa1fd0aaa8de5f95436268:19:2"
" В";"хынтевцонзар";"В";"разноцветных";" ";"зайчиках горит его лицо.(1909)";"Е. Г. Гуро. Скука  («В черноте горячей листвы…») (1909)";"Е. Г. Гуро";"1877";"Скука  («В черноте горячей листвы…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"22";"125";"Плачет глупый Пьерро. В разноцветных зайчиках горит его лицо.(1909)";"1b93c48debaa1fd0aaa8de5f95436268:21:1"
" тедйыВ";"ончармус";"Выйдет";"сумрачно";" ― ";"пышно одета, только шлейфом скользнет по";"Е. Г. Гуро. Старый романс  («Подана осторожно карета…») (1909)";"Е. Г. Гуро";"1877";"Старый романс  («Подана осторожно карета…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"9";"93";"Выйдет сумрачно ― пышно одета, только шлейфом скользнет по коврам.";"83df8d2dd0f4dd82c0ff8e25644de10e:2:1"
" ястунатсо И";"еырес";"И останутся";"серые";" ";"свечи, перед зеркалом ежить лучи.";"Е. Г. Гуро. Старый романс  («Подана осторожно карета…») (1909)";"Е. Г. Гуро";"1877";"Старый романс  («Подана осторожно карета…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"9";"93";"И останутся серые свечи, перед зеркалом ежить лучи.";"83df8d2dd0f4dd82c0ff8e25644de10e:3:2"
" от-отк тедйодоП";"йылеб";"Подойдет кто-то";"белый";", ";"белый, в отраженья свечой взойдет.";"Е. Г. Гуро. Старый романс  («Подана осторожно карета…») (1909)";"Е. Г. Гуро";"1877";"Старый романс  («Подана осторожно карета…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"9";"93";"Подойдет кто-то белый, белый, в отраженья свечой взойдет.";"83df8d2dd0f4dd82c0ff8e25644de10e:6:2"
" ,йылеб от-отк тедйодоП";"йылеб";"Подойдет кто-то белый,";"белый";", ";"в отраженья свечой взойдет.";"Е. Г. Гуро. Старый романс  («Подана осторожно карета…») (1909)";"Е. Г. Гуро";"1877";"Старый романс  («Подана осторожно карета…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"9";"93";"Подойдет кто-то белый, белый, в отраженья свечой взойдет.";"83df8d2dd0f4dd82c0ff8e25644de10e:6:3"
" в тедуб йоннелпорко ираз од мат";"монмет";"там до зари окропленной будет в";"темном";" ";"углу поджидать, и с улыбкой бледно";"Е. Г. Гуро. Старый романс  («Подана осторожно карета…») (1909)";"Е. Г. Гуро";"1877";"Старый романс  («Подана осторожно карета…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"9";"93";"Кто-то там до зари окропленной будет в темном углу поджидать, и с улыбкой бледно-принужденной в полусумраке утра встречать.";"83df8d2dd0f4dd82c0ff8e25644de10e:7:7"
" йокбылу с и ,ьтадиждоп улгу монмет";"онделб";"темном углу поджидать, и с улыбкой";"бледно";"-";"принужденной в полусумраке утра встречать.";"Е. Г. Гуро. Старый романс  («Подана осторожно карета…») (1909)";"Е. Г. Гуро";"1877";"Старый романс  («Подана осторожно карета…»)";"1909";"художественная";"";"";"";"2002";"книга";"омонимия не снята";"";"9";"93";"Кто-то там до зари окропленной будет в темном углу поджидать, и с улыбкой бледно-принужденной в полусумраке утра встречать.";"83df8d2dd0f4dd82c0ff8e25644de10e:7:13"
