"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Audience_age";"Sentences";"Words";"Full context";"Example source"
" ан арту чуЛ";"еонреч";"Луч утра на";"черное";" ";"платье Скользнул, из окошка упав… «Он";"А. А. Ахматова. ««Как поздно! Устала, зеваю…»…» [Алиса, 2] (23.01.1911)";"А. А. Ахматова";"1889";"««Как поздно! Устала, зеваю…»…»";"23.01.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"6";"66";"Луч утра на черное платье Скользнул, из окошка упав… «Он мне открывает объятья Под кленом, таинственный граф».  23 января 1911 Киев";"89656abb8294c3dd8b9e5c0102adff84:5:3"
"";"йетлеЖ";"";"Желтей";" ";"трава.";"А. А. Ахматова. «Память о солнце в сердце слабеет…» (30.01.1911)";"А. А. Ахматова";"1889";"«Память о солнце в сердце слабеет…»";"30.01.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"12";"60";"Память о солнце в сердце слабеет. Желтей трава. Ветер снежинками ранними веет Едва-едва.";"0e9a86be06077c990304baf0d0a55d0c:1:0"
" ";"ЙОЛЕБ";"";"БЕЛОЙ";" ";"НОЧЬЮ";"А. А. Ахматова. Белой ночью  («Ах, дверь не запирала я…») (06.02.1911)";"А. А. Ахматова";"1889";"Белой ночью  («Ах, дверь не запирала я…»)";"06.02.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"5";"49";"БЕЛОЙ НОЧЬЮ Ах, дверь не запирала я, Не зажигала свеч, Не знаешь, как, усталая, Я не решалась лечь.";"d0efe128d3b26b6549a8611b6059863b:0:0"
" каК";"олтевс";"Как";"светло";" ";"здесь и как бесприютно, Отдыхает усталое";"А. А. Ахматова. «Как соломинкой, пьешь мою душу…» (10.02.1911)";"А. А. Ахматова";"1889";"«Как соломинкой, пьешь мою душу…»";"10.02.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"11";"79";"Как светло здесь и как бесприютно, Отдыхает усталое тело…";"4aee17cad1e31fdf2d041092bfe5ad32:9:1"
" теелеБ ,адалхорп антсодар и ,увылП";"олксут";"Плыву, и радостна прохлада, Белеет";"тускло";" ";"дальний мост.";"А. А. Ахматова. «Мне больше ног моих не надо…» (12.02.1911)";"А. А. Ахматова";"1889";"«Мне больше ног моих не надо…»";"12.02.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"7";"73";"Плыву, и радостна прохлада, Белеет тускло дальний мост.";"7867302923f402e66ce665b5537e96c3:1:5"
" йонжеребан дан ветелзВ ,мыд когел ,момыд";"йонреч";"дымом, легок дым, Взлетев над набережной";"черной";", ";"Он будет нежно-голубым.";"А. А. Ахматова. «Мне больше ног моих не надо…» (12.02.1911)";"А. А. Ахматова";"1889";"«Мне больше ног моих не надо…»";"12.02.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"7";"73";"Не надо мне души покорной, Пусть станет дымом, легок дым, Взлетев над набережной черной, Он будет нежно-голубым.";"7867302923f402e66ce665b5537e96c3:2:13"
" тедуб нО ,йонреч йонжеребан дан ветелзВ";"мыбулог-онжен";"Взлетев над набережной черной, Он будет";"нежно-голубым";".  ";"";"А. А. Ахматова. «Мне больше ног моих не надо…» (12.02.1911)";"А. А. Ахматова";"1889";"«Мне больше ног моих не надо…»";"12.02.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"7";"73";"Не надо мне души покорной, Пусть станет дымом, легок дым, Взлетев над набережной черной, Он будет нежно-голубым.";"7867302923f402e66ce665b5537e96c3:2:16"
" латС илежуен ,йиньлад йом ,ыт А";"неделб";"А ты, мой дальний, неужели Стал";"бледен";" ";"и печально-нем?";"А. А. Ахматова. «Мне больше ног моих не надо…» (12.02.1911)";"А. А. Ахматова";"1889";"«Мне больше ног моих не надо…»";"12.02.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"7";"73";"А ты, мой дальний, неужели Стал бледен и печально-нем?";"7867302923f402e66ce665b5537e96c3:4:6"
" И икур еикнот аледив И ьсалапысорп";"йынмет";"просыпалась И видела тонкие руки И";"темный";" ";"насмешливый рот.";"А. А. Ахматова. «Три раза пытать приходила…» (16.02.1911)";"А. А. Ахматова";"1889";"«Три раза пытать приходила…»";"16.02.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"7";"78";"Я с криком тоски просыпалась И видела тонкие руки И темный насмешливый рот.";"a0753ac834a1822ddc27670499322357:1:10"
" у яадыР ,алиат ьтсодар юучугж И";"хынреч";"И жгучую радость таила, Рыдая у";"черных";" ";"ворот?";"А. А. Ахматова. «Три раза пытать приходила…» (16.02.1911)";"А. А. Ахматова";"1889";"«Три раза пытать приходила…»";"16.02.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"7";"78";"«Ты с кем на заре целовалась, Клялась, что погибнешь в разлуке, И жгучую радость таила, Рыдая у черных ворот?";"a0753ac834a1822ddc27670499322357:2:17"
" ыпмал то гурК";"йытлеж";"Круг от лампы";"желтый";"… ";"";"А. А. Ахматова. «Дверь полуоткрыта…» (17.02.1911)";"А. А. Ахматова";"1889";"«Дверь полуоткрыта…»";"17.02.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"10";"48";"На столе забыты Хлыстик и перчатка. Круг от лампы желтый… Шорохам внимаю.";"d65e9868823bc7343d6ba4e014aac62b:2:3"
" ытевц И агим итсодар окьлот юлбюл";"хыбулог";"люблю только радости мига И цветы";"голубых";" ";"хризантем.";"А. А. Ахматова. Подражание И.Ф. Анненскому  («И с тобой, моей первой причудой…») (20.02.1911)";"А. А. Ахматова";"1889";"Подражание И.Ф. Анненскому  («И с тобой, моей первой причудой…»)";"20.02.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"12";"82";"Я люблю только радости мига И цветы голубых хризантем.";"40a0dbd0bbdc8724882a90079a7086f0:9:7"
" йом каК ,алатс йончешурги я ьрепет";"йывозор";"теперь я игрушечной стала, Как мой";"розовый";" ";"друг какаду.";"А. А. Ахматова. «По аллее проводят лошадок…» (22.02.1911)";"А. А. Ахматова";"1889";"«По аллее проводят лошадок…»";"22.02.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"7";"56";"А теперь я игрушечной стала, Как мой розовый друг какаду.";"42b6a6e8ac045c69a3e72cf183e0a3cc:4:7"
" хапаз ееньлис есВ ,ыдеб асолоГ йелпов";"йылпет";"воплей Голоса беды, Все сильнее запах";"теплый";" ";"Мертвой лебеды.";"А. А. Ахматова. Песенка  («Я на солнечном восходе…») (11.03.1911)";"А. А. Ахматова";"1889";"Песенка  («Я на солнечном восходе…»)";"11.03.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"7";"55";"Страшно мне от звонких воплей Голоса беды, Все сильнее запах теплый Мертвой лебеды.";"a7147d21c82fad13f4f01cbfd0c7f9a9:4:10"
" азалг А ,яткол ешыв ылог икуР";"йенис";"Руки голы выше локтя, А глаза";"синей";", ";"чем лед.";"А. А. Ахматова. Рыбак  («Руки голы выше локтя…») (23.04.1911)";"А. А. Ахматова";"1889";"Рыбак  («Руки голы выше локтя…»)";"23.04.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"8";"76";"Руки голы выше локтя, А глаза синей, чем лед.";"48bc22656eb29ac3723550e1636a1df2:1:6"
" иктрук тороВ тунхапсар адгесв ,адгесв И";"йобулог";"И всегда, всегда распахнут Ворот куртки";"голубой";", ";"И рыбачки только ахнут, Закрасневшись пред";"А. А. Ахматова. Рыбак  («Руки голы выше локтя…») (23.04.1911)";"А. А. Ахматова";"1889";"Рыбак  («Руки голы выше локтя…»)";"23.04.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"8";"76";"И всегда, всегда распахнут Ворот куртки голубой, И рыбачки только ахнут, Закрасневшись пред тобой.";"48bc22656eb29ac3723550e1636a1df2:3:6"
" едг ,ил ьшеанз еН";"йелтевс";"Не знаешь ли, где";"светлей";"? ";"";"А. А. Ахматова. Похороны  («Я места ищу для могилы…») (22.09.1911)";"А. А. Ахматова";"1889";"Похороны  («Я места ищу для могилы…»)";"22.09.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"11";"94";"Я места ищу для могилы. Не знаешь ли, где светлей?";"c7cef28ad6e044290f53e698e42d6cab:2:4"
" каТ";"ондолох";"Так";"холодно";" ";"в поле.";"А. А. Ахматова. Похороны  («Я места ищу для могилы…») (22.09.1911)";"А. А. Ахматова";"1889";"Похороны  («Я места ищу для могилы…»)";"22.09.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"11";"94";"Так холодно в поле.  Унылы У моря груды камней.";"c7cef28ad6e044290f53e698e42d6cab:3:1"
" отдуб каК ,межжаз иртунв укдапмаЛ ,ацревд";"еонмет";"дверца, Лампадку внутри зажжем, Как будто";"темное";" ";"сердце Алым горит огнем.";"А. А. Ахматова. Похороны  («Я места ищу для могилы…») (22.09.1911)";"А. А. Ахматова";"1889";"Похороны  («Я места ищу для могилы…»)";"22.09.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"11";"94";"Между окнами будет дверца, Лампадку внутри зажжем, Как будто темное сердце Алым горит огнем.";"c7cef28ad6e044290f53e698e42d6cab:7:9"
" ецдрес еонмет отдуб каК ,межжаз иртунв";"мылА";"внутри зажжем, Как будто темное сердце";"Алым";" ";"горит огнем.";"А. А. Ахматова. Похороны  («Я места ищу для могилы…») (22.09.1911)";"А. А. Ахматова";"1889";"Похороны  («Я места ищу для могилы…»)";"22.09.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"11";"94";"Между окнами будет дверца, Лампадку внутри зажжем, Как будто темное сердце Алым горит огнем.";"c7cef28ad6e044290f53e698e42d6cab:7:11"
" гон у И ,елов ан ,ьрепет";"йобулог";"теперь, на воле, И у ног";"голубой";" ";"прибой.  22 сентября 1911 Царское Село";"А. А. Ахматова. Похороны  («Я места ищу для могилы…») (22.09.1911)";"А. А. Ахматова";"1889";"Похороны  («Я места ищу для могилы…»)";"22.09.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"11";"94";"Вот одни мы теперь, на воле, И у ног голубой прибой.  22 сентября 1911 Царское Село";"c7cef28ad6e044290f53e698e42d6cab:10:9"
" мосеван доП ";"йонмет";"Под навесом";"темной";" ";"риги жарко, Я смеюсь, а в";"А. А. Ахматова. «Под навесом темной риги жарко…» (24.09.1911)";"А. А. Ахматова";"1889";"«Под навесом темной риги жарко…»";"24.09.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"6";"67";"Под навесом темной риги жарко, Я смеюсь, а в сердце злобно плачу.";"e2cbfcff67e2fa8f15947b5277fce45f:0:2"
" ан алунялгзв Я";"йынмет";"Я взглянула на";"темный";" ";"дом.";"А. А. Ахматова. Песня последней встречи  («Так беспомощно грудь холодела…») (29.09.1911)";"А. А. Ахматова";"1889";"Песня последней встречи  («Так беспомощно грудь холодела…»)";"29.09.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"12";"73";"Это песня последней встречи. Я взглянула на темный дом.";"49804c01bba2c221d294a51d95e33226:10:3"
"-оншудонваР ичевс илерог еньлапс в окьлоТ";"мытлеж";"Только в спальне горели свечи Равнодушно-";"желтым";" ";"огнем.  29 сентября 1911 Царское Село";"А. А. Ахматова. Песня последней встречи  («Так беспомощно грудь холодела…») (29.09.1911)";"А. А. Ахматова";"1889";"Песня последней встречи  («Так беспомощно грудь холодела…»)";"29.09.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"12";"73";"Только в спальне горели свечи Равнодушно-желтым огнем.  29 сентября 1911 Царское Село";"49804c01bba2c221d294a51d95e33226:11:6"
" и неся ее дялгзВ ,оцил в";"коря";"в лицо, Взгляд ее ясен и";"ярок";".  ";"";"А. А. Ахматова. Музе  («Муза-сестра заглянула в лицо…») (10.11.1911)";"А. А. Ахматова";"1889";"Музе  («Муза-сестра заглянула в лицо…»)";"10.11.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"11";"91";"Муза-сестра заглянула в лицо, Взгляд ее ясен и ярок.";"ae4cf5e780dd8ac20ee397dd50453c74:1:9"
" алянто И";"еотолоз";"И отняла";"золотое";" ";"кольцо, Первый весенний подарок.";"А. А. Ахматова. Музе  («Муза-сестра заглянула в лицо…») (10.11.1911)";"А. А. Ахматова";"1889";"Музе  («Муза-сестра заглянула в лицо…»)";"10.11.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"11";"91";"И отняла золотое кольцо, Первый весенний подарок.";"ae4cf5e780dd8ac20ee397dd50453c74:2:2"
" ен ,неся ен йовт розВ« :алакрез";"коря";"зеркала: «Взор твой не ясен, не";"ярок";"…»  ";"";"А. А. Ахматова. Музе  («Муза-сестра заглянула в лицо…») (10.11.1911)";"А. А. Ахматова";"1889";"Музе  («Муза-сестра заглянула в лицо…»)";"10.11.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"11";"91";"Завтра мне скажут, смеясь, зеркала: «Взор твой не ясен, не ярок…»";"ae4cf5e780dd8ac20ee397dd50453c74:9:10"
" аН мокбулог инд еылец оТ ,теудлок";"молеб";"колдует, То целые дни голубком На";"белом";" ";"окошке воркует,";"А. А. Ахматова. Любовь  («То змейкой, свернувшись клубком…») (24.11.1911)";"А. А. Ахматова";"1889";"Любовь  («То змейкой, свернувшись клубком…»)";"24.11.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"5";"52";"То змейкой, свернувшись клубком, У самого сердца колдует, То целые дни голубком На белом окошке воркует,";"c5cf71f876b6598d4be2f6a9b2c9bf1a:1:13"
" еени в оТ";"мокря";"То в инее";"ярком";" ";"блеснет, Почудится в дреме левкоя…";"А. А. Ахматова. Любовь  («То змейкой, свернувшись клубком…») (24.11.1911)";"А. А. Ахматова";"1889";"Любовь  («То змейкой, свернувшись клубком…»)";"24.11.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"5";"52";"То в инее ярком блеснет, Почудится в дреме левкоя…";"c5cf71f876b6598d4be2f6a9b2c9bf1a:2:3"
" енМ";"ондолох";"Мне";"холодно";"… ";"";"А. А. Ахматова. «И мальчик, что играет на волынке…» (30.11.1911)";"А. А. Ахматова";"1889";"«И мальчик, что играет на волынке…»";"30.11.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"8";"70";"О, только дайте греться у огня! Мне холодно…  Крылатый иль бескрылый, Веселый бог не посетит меня.  30 ноября 1911 Царское Село";"b6cc441f0b7ffb3495046bb0c1b860bd:6:1"
" ытунорт онволС";"йонреч";"Словно тронуты";"черной";", ";"густою тушью Тяжелые веки твои.";"А. А. Ахматова. Отрывок  («...И кто-то, во мраке дерев незримый…») (26.12.1911)";"А. А. Ахматова";"1889";"Отрывок  («...И кто-то, во мраке дерев незримый…»)";"26.12.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"8";"79";"Словно тронуты черной, густою тушью Тяжелые веки твои.";"507451d9d4c97389e0f025688c7202c8:2:2"
" ,йыртиХ« :укичдибо алазакс Я";"йынреч";"Я сказала обидчику: «Хитрый,";"черный";", ";"Верно, нет у тебя стыда.";"А. А. Ахматова. Отрывок  («...И кто-то, во мраке дерев незримый…») (26.12.1911)";"А. А. Ахматова";"1889";"Отрывок  («...И кто-то, во мраке дерев незримый…»)";"26.12.1911";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"8";"79";"Я сказала обидчику: «Хитрый, черный, Верно, нет у тебя стыда.";"507451d9d4c97389e0f025688c7202c8:6:4"
" ьширук ыТ";"юунреч";"Ты куришь";"черную";" ";"трубку, Так странен дымок над ней.";"А. А. Ахматова. «Все мы бражники здесь, блудницы…» (01.01.1912)";"А. А. Ахматова";"1889";"«Все мы бражники здесь, блудницы…»";"01.01.1912";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"9";"68";"Ты куришь черную трубку, Так странен дымок над ней.";"12b09928fe79d65245d008911708e964:2:2"
" ьлодВ елоп в екнипорт оп удИ";"хырес";"Иду по тропинке в поле Вдоль";"серых";" ";"сложенных бревен.";"А. А. Ахматова. «Безвольно пощады просят…» (1912)";"А. А. Ахматова";"1889";"«Безвольно пощады просят…»";"1912";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"6";"52";"Иду по тропинке в поле Вдоль серых сложенных бревен.";"41a385694e3d69436f56ec2ffadc345e:2:6"
" яслинемзИ ,мыннемдан медебел ишватс ,окьлоТ";"йырес";"Только, ставши лебедем надменным, Изменился";"серый";" ";"лебеденок.";"А. А. Ахматова. «В ремешках пенал и книги были…» (1912)";"А. А. Ахматова";"1889";"«В ремешках пенал и книги были…»";"1912";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"5";"42";"Только, ставши лебедем надменным, Изменился серый лебеденок.";"ca684e8dc31c3b92106b4185dc4a061b:3:5"
" йокричомаС мивабод умотэ к ещЕ ";"йотолоз";"Еще к этому добавим Самочиркой";"золотой";", ";"Что Аничкова прославим Сердцем всем и";"А. А. Ахматова. «Еще к этому добавим…» (1912)";"А. А. Ахматова";"1889";"«Еще к этому добавим…»";"1912";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"1";"14";"Еще к этому добавим Самочиркой золотой, Что Аничкова прославим Сердцем всем и всей душой.";"7f8c0d3b7c3098d71068a56136fe2913:0:5"
" мотретси аН";"монсарк";"На истертом";"красном";" ";"плюше кресел Изредка мелькает тень его.";"А. А. Ахматова. «Здесь все то же, то же, что и прежде…» (1912)";"А. А. Ахматова";"1889";"«Здесь все то же, то же, что и прежде…»";"1912";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"10";"101";"На истертом красном плюше кресел Изредка мелькает тень его.";"07629c9707223dbef52042576a2f574c:4:2"
" еьтсачс ан ушон Я ";"йинис-онмеТ";"Я ношу на счастье";"Темно-синий";" ";"шелковый шнурок.   Май 1912 Флоренция";"А. А. Ахматова. «Здесь все то же, то же, что и прежде…» (1912)";"А. А. Ахматова";"1889";"«Здесь все то же, то же, что и прежде…»";"1912";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"10";"101";"Я ношу на счастье Темно-синий шелковый шнурок.   Май 1912 Флоренция";"07629c9707223dbef52042576a2f574c:9:4"
" И генс йындалхорп ьтсе отч ,алиревоп";"яянис";"поверила, что есть прохладный снег И";"синяя";" ";"купель для тех, кто нищ и";"А. А. Ахматова. «Он длится без конца — янтарный, тяжкий день!..» (1912)";"А. А. Ахматова";"1889";"«Он длится без конца — янтарный, тяжкий день!..»";"1912";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"5";"53";"И я поверила, что есть прохладный снег И синяя купель для тех, кто нищ и болен, И санок маленьких такой неверный бег Под звоны древние далеких колоколен.1912";"f6fcbf8d7bd433252a3b2b12fc55aa36:4:8"
" ебен ан ленксутоП ";"йинис";"Потускнел на небе";"синий";" ";"лак, И слышнее песня окарины.";"А. А. Ахматова. «Потускнел на небе синий лак…» (1912)";"А. А. Ахматова";"1889";"«Потускнел на небе синий лак…»";"1912";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"5";"38";"Потускнел на небе синий лак, И слышнее песня окарины.";"f5bad98312f8576aa32ecfc9446a46fc:0:3"
" дан ьсюлмот ен Я ,акледис-ацинноссеб";"юорес";"бессонница-сиделка, Я не томлюсь над";"серою";" ";"золой, И башенных часов кривая стрелка";"А. А. Ахматова. «Слаб голос мой, но воля не слабеет…» (1912)";"А. А. Ахматова";"1889";"«Слаб голос мой, но воля не слабеет…»";"1912";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"6";"63";"Ушла к другим бессонница-сиделка, Я не томлюсь над серою золой, И башенных часов кривая стрелка Смертельной мне не кажется стрелой.";"3959909cdd131860ee618678f8d5a42f:2:9"
" мотэ В";"морес";"В этом";"сером";", ";"будничном платье, На стоптанных каблуках…";"А. А. Ахматова. «Ты письмо мое, милый, не комкай…» (1912)";"А. А. Ахматова";"1889";"«Ты письмо мое, милый, не комкай…»";"1912";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"8";"79";"В этом сером, будничном платье, На стоптанных каблуках…";"2001215130b222266e9228a82adec59e:5:2"
" еылог ьтох ьтсуП";"еынсарк";"Пусть хоть голые";"красные";" ";"черти, Пусть хоть чан зловонной смолы!";"А. А. Ахматова. «Умирая, томлюсь о бессмертье…» (1912)";"А. А. Ахматова";"1889";"«Умирая, томлюсь о бессмертье…»";"1912";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"7";"68";"Пусть хоть голые красные черти, Пусть хоть чан зловонной смолы!";"3af637e30b588207cc2d9aa33ef007f7:2:3"
" ынибяр ьдзорг тенкин И ихупол егарво";"отлеж";"овраге лопухи И никнет гроздь рябины";"желто";"-";"красной, Слагаю я веселые стихи О";"А. А. Ахматова. «Я научилась просто, мудро жить…» (1912)";"А. А. Ахматова";"1889";"«Я научилась просто, мудро жить…»";"1912";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"6";"80";"Когда шуршат в овраге лопухи И никнет гроздь рябины желто-красной, Слагаю я веселые стихи О жизни тленной, тленной и прекрасной.";"5a7a50807d6aba8cd3cb01714f9379be:1:9"
"-отлеж ынибяр ьдзорг тенкин И ихупол";"йонсарк";"лопухи И никнет гроздь рябины желто-";"красной";", ";"Слагаю я веселые стихи О жизни";"А. А. Ахматова. «Я научилась просто, мудро жить…» (1912)";"А. А. Ахматова";"1889";"«Я научилась просто, мудро жить…»";"1912";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"6";"80";"Когда шуршат в овраге лопухи И никнет гроздь рябины желто-красной, Слагаю я веселые стихи О жизни тленной, тленной и прекрасной.";"5a7a50807d6aba8cd3cb01714f9379be:1:10"
" И ,йеньлиму теакылрум ,ток йытсишуП ьнодал";"йикря";"ладонь Пушистый кот, мурлыкает умильней, И";"яркий";" ";"загорается огонь На башенке озерной лесопильни.";"А. А. Ахматова. «Я научилась просто, мудро жить…» (1912)";"А. А. Ахматова";"1889";"«Я научилась просто, мудро жить…»";"1912";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"6";"80";"Лижет мне ладонь Пушистый кот, мурлыкает умильней, И яркий загорается огонь На башенке озерной лесопильни.";"5a7a50807d6aba8cd3cb01714f9379be:3:8"
" юьнакт анкО";"юолеб";"Окна тканью";"белою";" ";"завешены, Полумрак струится голубой…";"А. А. Ахматова. Бессонница  («Где-то кошки жалобно мяукают…») (1912)";"А. А. Ахматова";"1889";"Бессонница  («Где-то кошки жалобно мяукают…»)";"1912";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"9";"58";"Окна тканью белою завешены, Полумрак струится голубой…";"d3fdd1468275cdb3548fba830404885e:6:2"
" ястиуртс кармулоП ,ынешеваз юолеб юьнакт анкО";"йобулог";"Окна тканью белою завешены, Полумрак струится";"голубой";"…  ";"";"А. А. Ахматова. Бессонница  («Где-то кошки жалобно мяукают…») (1912)";"А. А. Ахматова";"1889";"Бессонница  («Где-то кошки жалобно мяукают…»)";"1912";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"9";"58";"Окна тканью белою завешены, Полумрак струится голубой…";"d3fdd1468275cdb3548fba830404885e:6:6"
"";"яатолоЗ";"";"Золотая";" ";"голубятня у воды, Ласковой и млеюще";"А. А. Ахматова. Венеция  («Золотая голубятня у воды…») (1912)";"А. А. Ахматова";"1889";"Венеция  («Золотая голубятня у воды…»)";"1912";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"6";"61";"Золотая голубятня у воды, Ласковой и млеюще-зеленой; Заметает ветерок соленый Черных лодок узкие следы.";"01415b5bb96f2b1b7d767f372831c585:1:0"
"-ещюелм и йовоксаЛ ,ыдов у янтябулог";"йонелез";"голубятня у воды, Ласковой и млеюще-";"зеленой";"; ";"Заметает ветерок соленый Черных лодок узкие";"А. А. Ахматова. Венеция  («Золотая голубятня у воды…») (1912)";"А. А. Ахматова";"1889";"Венеция  («Золотая голубятня у воды…»)";"1912";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"6";"61";"Золотая голубятня у воды, Ласковой и млеюще-зеленой; Заметает ветерок соленый Черных лодок узкие следы.";"01415b5bb96f2b1b7d767f372831c585:1:7"
" йынелос коретев театемаЗ ;йонелез-ещюелм и";"хынреЧ";"и млеюще-зеленой; Заметает ветерок соленый";"Черных";" ";"лодок узкие следы.";"А. А. Ахматова. Венеция  («Золотая голубятня у воды…») (1912)";"А. А. Ахматова";"1889";"Венеция  («Золотая голубятня у воды…»)";"1912";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"6";"61";"Золотая голубятня у воды, Ласковой и млеюще-зеленой; Заметает ветерок соленый Черных лодок узкие следы.";"01415b5bb96f2b1b7d767f372831c585:1:11"
" еквал йоджак В";"еикря";"В каждой лавке";"яркие";" ";"игрушки: С книгой лев на вышитой";"А. А. Ахматова. Венеция  («Золотая голубятня у воды…») (1912)";"А. А. Ахматова";"1889";"Венеция  («Золотая голубятня у воды…»)";"1912";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"6";"61";"В каждой лавке яркие игрушки: С книгой лев на вышитой подушке, С книгой лев на мраморном столбе.";"01415b5bb96f2b1b7d767f372831c585:3:3"
" обен тенытС ,етслох мештевцыв ,менверд ан";"олксут";"на древнем, выцветшем холсте, Стынет небо";"тускло";"-";"голубое…";"А. А. Ахматова. Венеция  («Золотая голубятня у воды…») (1912)";"А. А. Ахматова";"1889";"Венеция  («Золотая голубятня у воды…»)";"1912";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"6";"61";"Как на древнем, выцветшем холсте, Стынет небо тускло-голубое…";"01415b5bb96f2b1b7d767f372831c585:4:7"
"-олксут обен тенытС ,етслох мештевцыв ,менверд";"еобулог";"древнем, выцветшем холсте, Стынет небо тускло-";"голубое";"…  ";"";"А. А. Ахматова. Венеция  («Золотая голубятня у воды…») (1912)";"А. А. Ахматова";"1889";"Венеция  («Золотая голубятня у воды…»)";"1912";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"6";"61";"Как на древнем, выцветшем холсте, Стынет небо тускло-голубое…";"01415b5bb96f2b1b7d767f372831c585:4:8"
" олыб отэ оН ,йом и йывоксал";"юолеб";"ласковый и мой, Но это было";"белою";" ";"зимой, Теперь весна, и грусть весны";"А. А. Ахматова. «Сегодня мне письма не принесли…» (27.02.1912)";"А. А. Ахматова";"1889";"«Сегодня мне письма не принесли…»";"27.02.1912";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"4";"77";"Он был со мной еще совсем недавно, Такой влюбленный, ласковый и мой, Но это было белою зимой, Теперь весна, и грусть весны отравна, Он был со мной еще совсем недавно…";"051fc94278158207393ff3b5cb06bbee:2:15"
" В";"молеб";"В";"белом";" ";"поле я тихою девушкой стала, Птичьим";"А. А. Ахматова. «Ты поверь, не змеиное острое жало…» (27.02.1912)";"А. А. Ахматова";"1889";"«Ты поверь, не змеиное острое жало…»";"27.02.1912";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"10";"89";"В белом поле я тихою девушкой стала, Птичьим голосом кличу любовь.";"25e8a3f853f6c660303af23efcbd3d30:1:1"
" ан намут геЛ";"юулеб";"Лег туман на";"белую";" ";"дорогу, Тени побежали по воде.";"А. А. Ахматова. «Стал мне реже сниться, слава Богу…» (17.05.1912)";"А. А. Ахматова";"1889";"«Стал мне реже сниться, слава Богу…»";"17.05.1912";"художественная";"";"";"";"1998";"книга";"омонимия не снята";"";"6";"71";"Лег туман на белую дорогу, Тени побежали по воде.";"c50773b1c0029752859fabbd523c4b10:1:3"
