"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Audience_age";"Sentences";"Words";"Full context";"Example source"
" аН :киньлокш йыджак тичуаз ,ужакс я";"йонсарК";"я скажу, заучит каждый школьник: На";"Красной";" ";"площади всего круглей земля И скат";"О. Э. Мандельштам. «Да, я лежу в земле, губами шевеля…» (1935)";"О. Э. Мандельштам";"1891";"«Да, я лежу в земле, губами шевеля…»";"1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"2";"48";"Да, я лежу в земле, губами шевеля, И то, что я скажу, заучит каждый школьник: На Красной площади всего круглей земля И скат ее твердеет добровольный.";"5e7f91ff49221ffae247af7e03eee5ee:0:16"
" аН";"йонсарК";"На";"Красной";" ";"площади земля всего круглей, И скат";"О. Э. Мандельштам. «Да, я лежу в земле, губами шевеля…» (1935)";"О. Э. Мандельштам";"1891";"«Да, я лежу в земле, губами шевеля…»";"1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"2";"48";"На Красной площади земля всего круглей, И скат ее нечаянно раздольный, Откидываясь вниз до рисовых полей, ― Покуда на земле последний жив невольник.  Май 1935";"5e7f91ff49221ffae247af7e03eee5ee:1:1"
" монепоШ янем ьшетУ";"мылач";"Утешь меня Шопеном";"чалым";", ";"Серьезным Брамсом, нет, постой: Парижем мощно";"О. Э. Мандельштам. «За Паганини длиннопалым…» (1935)";"О. Э. Мандельштам";"1891";"«За Паганини длиннопалым…»";"1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"5";"99";"Утешь меня Шопеном чалым, Серьезным Брамсом, нет, постой: Парижем мощно-одичалым, Мучным и потным карнавалом Иль брагой Вены молодой ―";"70e25be7a78f617db29e1a94d8c3f574:2:3"
" юнлопсИ ";"йытачмыд";"Исполню";"дымчатый";" ";"обряд: В опале предо мной лежат";"О. Э. Мандельштам. «Исполню дымчатый обряд…» (1935)";"О. Э. Мандельштам";"1891";"«Исполню дымчатый обряд…»";"1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"2";"30";"Исполню дымчатый обряд: В опале предо мной лежат Морского лета земляники ― Двуискренние сердолики И муравьиный брат ― агат.";"61fdf7ff9af652ec8afbc899cd031b00:0:1"
" ― ыничуп йоксроМ тадлос йотсорп йелим енм";"йырес";"мне милей простой солдат Морской пучины ―";"серый";", ";"дикий, Которому никто не рад.  Июль 1935";"О. Э. Мандельштам. «Исполню дымчатый обряд…» (1935)";"О. Э. Мандельштам";"1891";"«Исполню дымчатый обряд…»";"1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"2";"30";"Но мне милей простой солдат Морской пучины ― серый, дикий, Которому никто не рад.  Июль 1935";"61fdf7ff9af652ec8afbc899cd031b00:1:7"
" в онжлод риМ ";"монреч";"Мир должно в";"черном";" ";"теле брать, Ему жестокий нужен брат";"О. Э. Мандельштам. «Мир должно в черном теле брать…» (1935)";"О. Э. Мандельштам";"1891";"«Мир должно в черном теле брать…»";"1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"1";"18";"Мир должно в черном теле брать, Ему жестокий нужен брат ― От семиюродных уродов Он не получит ясных всходов.";"7c428060adfa31a82d92981f5e9aa642:0:3"
" с ьчонлоп в И иА асолог";"йонсарК";"голоса Аи И в полночь с";"Красной";" ";"площади гудочки…";"О. Э. Мандельштам. «Наушники, наушнички мои!..» (1935)";"О. Э. Мандельштам";"1891";"«Наушники, наушнички мои!..»";"1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"4";"39";"Попомню я воронежские ночки: Недопитого голоса Аи И в полночь с Красной площади гудочки…";"a88bd70039b599cdcff4e4e7a865f649:1:11"
" ытохап йеннар инд В";"анреч";"В дни ранней пахоты";"черна";" ";"до синевы, И безоружная в ней";"О. Э. Мандельштам. Чернозем  («Переуважена, перечерна, вся в холе…») (1935)";"О. Э. Мандельштам";"1891";"Чернозем  («Переуважена, перечерна, вся в холе…»)";"1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"8";"92";"В дни ранней пахоты черна до синевы, И безоружная в ней зиждется работа ― Тысячехолмие распаханной молвы: Знать, безокружное в окружности есть что-то.";"beadf42ff824d9f02a27c807d833f3f2:2:4"
" коног хынсурап имагуд И";"еынелеЗ";"И дугами парусных гонок";"Зеленые";" ";"формы чертя, Играет пространство спросонок ― Не";"О. Э. Мандельштам. «Люблю появление ткани…» [Восьмистишия, 1] (1933-1935)";"О. Э. Мандельштам";"1891";"«Люблю появление ткани…»";"1933-1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"4";"31";"И дугами парусных гонок Зеленые формы чертя, Играет пространство спросонок ― Не знавшее люльки дитя.  Ноябрь 1933, июль 1935";"2479c2c47f54265b17bcf15661645c5d:3:4"
" епорвЕ В";"ондолох";"В Европе";"холодно";". ";"";"О. Э. Мандельштам. Ариост  («В Европе холодно. В Италии темно…») (1933-1935)";"О. Э. Мандельштам";"1891";"Ариост  («В Европе холодно. В Италии темно…»)";"1933-1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"13";"162";"АРИОСТ В Европе холодно.";"fabf4faf2a1ba2eaef6156f1c877f0aa:1:2"
" иилатИ В ";"онмет";"В Италии";"темно";". ";"";"О. Э. Мандельштам. Ариост  («В Европе холодно. В Италии темно…») (1933-1935)";"О. Э. Мандельштам";"1891";"Ариост  («В Европе холодно. В Италии темно…»)";"1933-1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"13";"162";"В Италии темно. Власть отвратительна, как руки брадобрея.";"fabf4faf2a1ba2eaef6156f1c877f0aa:2:2"
" еынчосеп ысаЧ ,ылежят ывокдоп идашол йоталырК";"ытлеж";"Крылатой лошади подковы тяжелы, Часы песочные";"желты";" ";"и золотисты.";"О. Э. Мандельштам. Ариост  («В Европе холодно. В Италии темно…») (1933-1935)";"О. Э. Мандельштам";"1891";"Ариост  («В Европе холодно. В Италии темно…»)";"1933-1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"13";"162";"Крылатой лошади подковы тяжелы, Часы песочные желты и золотисты.";"fabf4faf2a1ba2eaef6156f1c877f0aa:6:6"
" и ытлеж еынчосеп ысаЧ ,ылежят ывокдоп";"ытситолоз";"подковы тяжелы, Часы песочные желты и";"золотисты";".  ";"";"О. Э. Мандельштам. Ариост  («В Европе холодно. В Италии темно…») (1933-1935)";"О. Э. Мандельштам";"1891";"Ариост  («В Европе холодно. В Италии темно…»)";"1933-1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"13";"162";"Крылатой лошади подковы тяжелы, Часы песочные желты и золотисты.";"fabf4faf2a1ba2eaef6156f1c877f0aa:6:8"
" еынчосеп ысаЧ";"ытлеж";"Часы песочные";"желты";" ";"и золотисты, В степи полуденной кузнечик";"О. Э. Мандельштам. Ариост  («В Европе холодно. В Италии темно…») (1933-1935)";"О. Э. Мандельштам";"1891";"Ариост  («В Европе холодно. В Италии темно…»)";"1933-1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"13";"162";"Часы песочные желты и золотисты, В степи полуденной кузнечик мускулистый ― И прямо на луну влетает враль плечистый…";"fabf4faf2a1ba2eaef6156f1c877f0aa:8:2"
" и ытлеж еынчосеп ысаЧ";"ытситолоз";"Часы песочные желты и";"золотисты";", ";"В степи полуденной кузнечик мускулистый ― И";"О. Э. Мандельштам. Ариост  («В Европе холодно. В Италии темно…») (1933-1935)";"О. Э. Мандельштам";"1891";"Ариост  («В Европе холодно. В Италии темно…»)";"1933-1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"13";"162";"Часы песочные желты и золотисты, В степи полуденной кузнечик мускулистый ― И прямо на луну влетает враль плечистый…";"fabf4faf2a1ba2eaef6156f1c877f0aa:8:4"
" ецнлос И ,алажред ипец ан и";"огежыр";"и на цепи держала, И солнце";"рыжего";" ";"ума взошло в глуши.";"О. Э. Мандельштам. Ариост  («В Европе холодно. В Италии темно…») (1933-1935)";"О. Э. Мандельштам";"1891";"Ариост  («В Европе холодно. В Италии темно…»)";"1933-1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"13";"162";"О, город ящериц, в котором нет души, ― От ведьмы и судьи таких сынов рожала Феррара черствая и на цепи держала, И солнце рыжего ума взошло в глуши.";"fabf4faf2a1ba2eaef6156f1c877f0aa:10:22"
" йоктес доП ,акинсям екночвал ясмеялвиду ыМ";"хинис";"Мы удивляемся лавчонке мясника, Под сеткой";"синих";" ";"мух уснувшему дитяти, Ягненку на дворе";"О. Э. Мандельштам. Ариост  («В Европе холодно. В Италии темно…») (1933-1935)";"О. Э. Мандельштам";"1891";"Ариост  («В Европе холодно. В Италии темно…»)";"1933-1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"13";"162";"Мы удивляемся лавчонке мясника, Под сеткой синих мух уснувшему дитяти, Ягненку на дворе, монаху на осляти,";"fabf4faf2a1ba2eaef6156f1c877f0aa:11:6"
" анкус косуК ынжлод ьтавытамзар ещЕ ынореВ";"йынелез";"Вероны Еще разматывать должны Кусок сукна";"зеленый";".  ";"";"О. Э. Мандельштам. «Вы помните, как бегуны…» (1932-1935)";"О. Э. Мандельштам";"1891";"«Вы помните, как бегуны…»";"1932-1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"2";"29";"Вы помните, как бегуны В окрестностях Вероны Еще разматывать должны Кусок сукна зеленый.";"47a8ab1c72b256a93a1bc721f2d80750:0:12"
" в юувтсачу Я ― ,керпу ястеьвозв йокту";"йончармус";"уткой взовьется упрек, ― Я участвую в";"сумрачной";" ";"жизни, Где один к одному одинок!";"О. Э. Мандельштам. «Воздух пасмурный влажен и гулок…» (1911-1935)";"О. Э. Мандельштам";"1891";"«Воздух пасмурный влажен и гулок…»";"1911-1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"7";"74";"И опять к равнодушной отчизне Дикой уткой взовьется упрек, ― Я участвую в сумрачной жизни, Где один к одному одинок!";"6ed218cbc399da64eca30f7742c8a2d6:2:12"
" обеН";"еолксут";"Небо";"тусклое";" ";"с отсветом странным ― Мировая туманная боль";"О. Э. Мандельштам. «Воздух пасмурный влажен и гулок…» (1911-1935)";"О. Э. Мандельштам";"1891";"«Воздух пасмурный влажен и гулок…»";"1911-1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"7";"74";"Небо тусклое с отсветом странным ― Мировая туманная боль ― О, позволь мне быть также туманным И тебя не любить мне позволь.  1911, 28 августа 1935";"6ed218cbc399da64eca30f7742c8a2d6:6:1"
"";"онйокопС";"";"Спокойно";" ";"дышат моря груди, Но, как безумный";"О. Э. Мандельштам. Silentium  («Она еще не родилась…») (1910-1935)";"О. Э. Мандельштам";"1891";"Silentium  («Она еще не родилась…»)";"1910-1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"6";"62";"Спокойно дышат моря груди, Но, как безумный, светел день.";"34dfd7f479940957eae358b2c86088f3:2:0"
" ,йынмузеб как ,оН ,идург яром ташыд";"летевс";"дышат моря груди, Но, как безумный,";"светел";" ";"день.";"О. Э. Мандельштам. Silentium  («Она еще не родилась…») (1910-1935)";"О. Э. Мандельштам";"1891";"Silentium  («Она еще не родилась…»)";"1910-1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"6";"62";"Спокойно дышат моря груди, Но, как безумный, светел день.";"34dfd7f479940957eae358b2c86088f3:2:7"
" ынеп И";"яанделб";"И пены";"бледная";" ";"сирень В черно-лазоревом сосуде.";"О. Э. Мандельштам. Silentium  («Она еще не родилась…») (1910-1935)";"О. Э. Мандельштам";"1891";"Silentium  («Она еще не родилась…»)";"1910-1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"6";"62";"И пены бледная сирень В черно-лазоревом сосуде.";"34dfd7f479940957eae358b2c86088f3:3:2"
" В ьнерис яанделб ынеп И";"онреч";"И пены бледная сирень В";"черно";"-";"лазоревом сосуде.";"О. Э. Мандельштам. Silentium  («Она еще не родилась…») (1910-1935)";"О. Э. Мандельштам";"1891";"Silentium  («Она еще не родилась…»)";"1910-1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"6";"62";"И пены бледная сирень В черно-лазоревом сосуде.";"34dfd7f479940957eae358b2c86088f3:3:5"
"-онреч В ьнерис яанделб ынеп И";"моверозал";"И пены бледная сирень В черно-";"лазоревом";" ";"сосуде.";"О. Э. Мандельштам. Silentium  («Она еще не родилась…») (1910-1935)";"О. Э. Мандельштам";"1891";"Silentium  («Она еще не родилась…»)";"1910-1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"6";"62";"И пены бледная сирень В черно-лазоревом сосуде.";"34dfd7f479940957eae358b2c86088f3:3:6"
" ыцилу еиксраб И зремаз йикасИ хацинсер";"инис";"ресницах Исакий замерз И барские улицы";"сини";" ― ";"Шарманщика смерть, и медведицы ворс, И";"О. Э. Мандельштам. «На мертвых ресницах Исакий замерз…» (03.06.1935)";"О. Э. Мандельштам";"1891";"«На мертвых ресницах Исакий замерз…»";"03.06.1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"";"52";"На мертвых ресницах Исакий замерз И барские улицы сини ― Шарманщика смерть, и медведицы ворс, И чужие поленья в камине…";"1fd047d2e89cca9e43e6c8fcac465257:0:8"
" ,еывоклоТ отатсовх и онсонодзевз тушип И";"еыволил";"И пишут звездоносно и хвостато Толковые,";"лиловые";" ";"чернила.  24 мая 1935";"О. Э. Мандельштам. «Еще мы жизнью полны в высшей мере…» (24.05.1935)";"О. Э. Мандельштам";"1891";"«Еще мы жизнью полны в высшей мере…»";"24.05.1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"";"54";"Еще стрижей довольно и касаток, Еще комета нас не очумила, И пишут звездоносно и хвостато Толковые, лиловые чернила.  24 мая 1935";"fe47583818cadb76f5ecfc8097d2b9bd:2:16"
" онО";"еонтевцсеб";"Оно";"бесцветное";" ― ";"в воде железясь, И розовое, на";"О. Э. Мандельштам. Железо  («Идут года железными полками…») (22.05.1935)";"О. Э. Мандельштам";"1891";"Железо  («Идут года железными полками…»)";"22.05.1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"5";"39";"Оно бесцветное ― в воде железясь, И розовое, на подушке грезясь.";"5d9473ae7b3e1a5d52cb3db35b0959e9:2:1"
" И ,ьсязележ едов в ― еонтевцсеб онО";"еовозор";"Оно бесцветное ― в воде железясь, И";"розовое";", ";"на подушке грезясь.";"О. Э. Мандельштам. Железо  («Идут года железными полками…») (22.05.1935)";"О. Э. Мандельштам";"1891";"Железо  («Идут года железными полками…»)";"22.05.1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"5";"39";"Оно бесцветное ― в воде железясь, И розовое, на подушке грезясь.";"5d9473ae7b3e1a5d52cb3db35b0959e9:2:6"
" отч И иеш веьтарб хикцемен :есв";"мыволил";"все: немецких братьев шеи И что";"лиловым";" ";"гребнем Лорелеи Садовник и палач наполнил";"О. Э. Мандельштам. Стансы  («Я не хочу средь юношей тепличных…») (06.05.1935)";"О. Э. Мандельштам";"1891";"Стансы  («Я не хочу средь юношей тепличных…»)";"06.05.1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"13";"242";"Я должен жить, дыша и большевея, Работать речь, не слушаясь ― сам-друг, ― Я слышу в Арктике машин советских стук, Я помню все: немецких братьев шеи И что лиловым гребнем Лорелеи Садовник и палач наполнил свой досуг.";"b93ca79cf08df95ccb719292bbb90c62:10:26"
" в автсещугом ытроа меьнеришсаР ― ассам яахревонреч";"хылеб";"черноверхая масса ― Расширеньем аорты могущества в";"белых";" ";"ночах ― нет, в ножах ― Глаз превращался";"О. Э. Мандельштам. «День стоял о пяти головах. Сплошные пять суток…» (05.04.1935)";"О. Э. Мандельштам";"1891";"«День стоял о пяти головах. Сплошные пять суток…»";"05.04.1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"13";"155";"День стоял о пяти головах, и, чумея от пляса, Ехала конная, пешая шла черноверхая масса ― Расширеньем аорты могущества в белых ночах ― нет, в ножах ― Глаз превращался в хвойное мясо.";"a95fe2ff55bc2035f7684e900b1f3c29:3:19"
" енм ыб кошрев аН";"огенис";"На вершок бы мне";"синего";" ";"моря, на игольное только ушко!";"О. Э. Мандельштам. «День стоял о пяти головах. Сплошные пять суток…» (05.04.1935)";"О. Э. Мандельштам";"1891";"«День стоял о пяти головах. Сплошные пять суток…»";"05.04.1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"13";"155";"На вершок бы мне синего моря, на игольное только ушко!";"a95fe2ff55bc2035f7684e900b1f3c29:4:4"
" енм ыб кошрев аН";"огенис";"На вершок бы мне";"синего";" ";"моря, на игольное только ушко!";"О. Э. Мандельштам. «День стоял о пяти головах. Сплошные пять суток…» (05.04.1935)";"О. Э. Мандельштам";"1891";"«День стоял о пяти головах. Сплошные пять суток…»";"05.04.1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"13";"155";"На вершок бы мне синего моря, на игольное только ушко!";"a95fe2ff55bc2035f7684e900b1f3c29:9:4"
" :килев и нешартс ясланичан риМ ";"йонелеЗ";"Мир начинался страшен и велик:";"Зеленой";" ";"ночью папоротник черный, Пластами боли поднят";"О. Э. Мандельштам. «Мир начинался страшен и велик…» (05.04.1935)";"О. Э. Мандельштам";"1891";"«Мир начинался страшен и велик…»";"05.04.1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"";"32";"Мир начинался страшен и велик: Зеленой ночью папоротник черный, Пластами боли поднят большевик ― Единый, продолжающий, бесспорный,";"5835556af32219d29b87436f68326447:0:5"
" кинторопап юьчон йонелеЗ :килев и нешартс";"йынреч";"страшен и велик: Зеленой ночью папоротник";"черный";", ";"Пластами боли поднят большевик ― Единый, продолжающий";"О. Э. Мандельштам. «Мир начинался страшен и велик…» (05.04.1935)";"О. Э. Мандельштам";"1891";"«Мир начинался страшен и велик…»";"05.04.1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"";"32";"Мир начинался страшен и велик: Зеленой ночью папоротник черный, Пластами боли поднят большевик ― Единый, продолжающий, бесспорный,";"5835556af32219d29b87436f68326447:0:8"
" узалг екер-емаК ан каК";"онмёт";"Как на Каме-реке глазу";"тёмно";", ";"когда На дубовых коленях стоят города.";"О. Э. Мандельштам. Кама  («Как на Каме-реке глазу тёмно, когда…») (05.04.1935)";"О. Э. Мандельштам";"1891";"Кама  («Как на Каме-реке глазу тёмно, когда…»)";"05.04.1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"20";"181";"Как на Каме-реке глазу тёмно, когда На дубовых коленях стоят города.";"f2e1b6688b35de8053c83c4e3d327f50:2:5"
" узалг екер-емаК ан каК";"онмёт";"Как на Каме-реке глазу";"тёмно";", ";"когда На дубовых коленях стоят города.";"О. Э. Мандельштам. Кама  («Как на Каме-реке глазу тёмно, когда…») (05.04.1935)";"О. Э. Мандельштам";"1891";"Кама  («Как на Каме-реке глазу тёмно, когда…»)";"05.04.1935";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"20";"181";"Как на Каме-реке глазу тёмно, когда На дубовых коленях стоят города.";"f2e1b6688b35de8053c83c4e3d327f50:8:5"
" зи ,итин зи ,огечин зИ ,ьсярев";"анмет";"верясь, Из ничего, из нити, из";"темна";", ―  ";"";"О. Э. Мандельштам. «Когда душе и то́ропкой и робкой…» (1934)";"О. Э. Мандельштам";"1891";"«Когда душе и то́ропкой и робкой…»";"1934";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"4";"89";"Что льется вспять, еще ленясь и мерясь То мерой льна, то мерой волокна, И льется смолкой, сам себе не верясь, Из ничего, из нити, из темна, ―";"cdfee5721e19ca41472afa3fcc571143:2:25"
" ябет аз енм а ,уН";"йонреч";"Ну, а мне за тебя";"черной";" ";"свечкой гореть, Черной свечкой гореть да";"О. Э. Мандельштам. «Твоим узким плечам под бичами краснеть…» (1934)";"О. Э. Мандельштам";"1891";"«Твоим узким плечам под бичами краснеть…»";"1934";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"4";"49";"Ну, а мне за тебя черной свечкой гореть, Черной свечкой гореть да молиться не сметь.  <Февраль> 1934";"2ab7e7028998f4baba664ad9f4251f87:3:5"
" ,ьтерог йокчевс йонреч ябет аз енм";"йонреЧ";"мне за тебя черной свечкой гореть,";"Черной";" ";"свечкой гореть да молиться не сметь.  <Февраль> 1934";"О. Э. Мандельштам. «Твоим узким плечам под бичами краснеть…» (1934)";"О. Э. Мандельштам";"1891";"«Твоим узким плечам под бичами краснеть…»";"1934";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"4";"49";"Ну, а мне за тебя черной свечкой гореть, Черной свечкой гореть да молиться не сметь.  <Февраль> 1934";"2ab7e7028998f4baba664ad9f4251f87:3:8"
" юьчон хикзилб хытанреп хиовС тивалс ,йищюувтсторис";"йенис";"сиротствующий, славит Своих пернатых близких ночью";"синей";" ";"И деревенское молчанье плавит По-над холмами";"О. Э. Мандельштам. «Как соловей, сиротствующий, славит…» [[Из Фр. Петрарки], 2] (1933-1934)";"О. Э. Мандельштам";"1891";"«Как соловей, сиротствующий, славит…»";"1933-1934";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"8";"78";"Как соловей, сиротствующий, славит Своих пернатых близких ночью синей И деревенское молчанье плавит По-над холмами или в котловине,";"227b4cd50a00403dde92348e497b07aa:2:8"
" еытажаз хагереб хувд В ,ыбыр еымен";"хынелез";"немые рыбы, В двух берегах зажатые";"зеленых";";  ";"";"О. Э. Мандельштам. «Речка, распухшая от слез соленых…» [[Из Фр. Петрарки], 1] (1933-1934)";"О. Э. Мандельштам";"1891";"«Речка, распухшая от слез соленых…»";"1933-1934";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"9";"84";"Речка, распухшая от слез соленых, Лесные птахи рассказать могли бы, Чуткие звери и немые рыбы, В двух берегах зажатые зеленых;";"42d63320d71491e514b305a9766bc451:4:19"
" с отЧ";"имижыр";"Что с";"рыжими";" ";"смешались волосками Янтарные, а кожа ― мягче";"О. Э. Мандельштам. Сонет  («Мне вспомнился старинный апокриф — …») (1933-1934)";"О. Э. Мандельштам";"1891";"Сонет  («Мне вспомнился старинный апокриф — …»)";"1933-1934";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"5";"71";"Что с рыжими смешались волосками Янтарные, а кожа ― мягче льна ― Кривыми оцарапана когтями.  <1933―1934>";"b1567ab017b17d6f70d62ea1765e953d:4:2"
" ыбыр ен ыМ";"онсарк";"Мы не рыбы";"красно";" ― ";"золотые, Наш обычай сестринский таков: В";"О. Э. Мандельштам. «Мастерица виноватых взоров…» (13.02.1934-14.02.1934)";"О. Э. Мандельштам";"1891";"«Мастерица виноватых взоров…»";"13.02.1934-14.02.1934";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"10";"104";"Мы не рыбы красно ― золотые, Наш обычай сестринский таков: В теплом теле ребрышки худые И напрасный влажный блеск зрачков.";"a9dbae0871cc7a337352ee848efb5a6b:3:3"
" ― онсарк ыбыр ен ыМ";"еытолоз";"Мы не рыбы красно ―";"золотые";", ";"Наш обычай сестринский таков: В теплом";"О. Э. Мандельштам. «Мастерица виноватых взоров…» (13.02.1934-14.02.1934)";"О. Э. Мандельштам";"1891";"«Мастерица виноватых взоров…»";"13.02.1934-14.02.1934";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"10";"104";"Мы не рыбы красно ― золотые, Наш обычай сестринский таков: В теплом теле ребрышки худые И напрасный влажный блеск зрачков.";"a9dbae0871cc7a337352ee848efb5a6b:3:4"
" В :вокат йиксниртсес йачыбо шаН ,еытолоз";"молпет";"золотые, Наш обычай сестринский таков: В";"теплом";" ";"теле ребрышки худые И напрасный влажный";"О. Э. Мандельштам. «Мастерица виноватых взоров…» (13.02.1934-14.02.1934)";"О. Э. Мандельштам";"1891";"«Мастерица виноватых взоров…»";"13.02.1934-14.02.1934";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"10";"104";"Мы не рыбы красно ― золотые, Наш обычай сестринский таков: В теплом теле ребрышки худые И напрасный влажный блеск зрачков.";"a9dbae0871cc7a337352ee848efb5a6b:3:10"
"-ечутел ,йынчешорк тотЭ бюл ,урачыня как";"йынсарк";"как янычару, люб Этот крошечный, летуче-";"красный";", ";"Этот жалкий полумесяц губ?..";"О. Э. Мандельштам. «Мастерица виноватых взоров…» (13.02.1934-14.02.1934)";"О. Э. Мандельштам";"1891";"«Мастерица виноватых взоров…»";"13.02.1934-14.02.1934";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"10";"104";"Что же мне, как янычару, люб Этот крошечный, летуче-красный, Этот жалкий полумесяц губ?..";"a9dbae0871cc7a337352ee848efb5a6b:5:9"
" ичер иовТ ,ьсюьшаз кошем йохулг в";"еынмет";"в глухой мешок зашьюсь, Твои речи";"темные";" ";"глотая, За тебя кривой воды напьюсь.";"О. Э. Мандельштам. «Мастерица виноватых взоров…» (13.02.1934-14.02.1934)";"О. Э. Мандельштам";"1891";"«Мастерица виноватых взоров…»";"13.02.1934-14.02.1934";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"10";"104";"Не серчай, турчанка дорогая: Я с тобой в глухой мешок зашьюсь, Твои речи темные глотая, За тебя кривой воды напьюсь.";"a9dbae0871cc7a337352ee848efb5a6b:6:13"
" ьрузал как ,итремс ызокертС ызалгенис и";"анреч";"и синеглазы Стрекозы смерти, как лазурь";"черна";".  ";"";"О. Э. Мандельштам. 10 января 1934  («Меня преследуют две-три случайных фразы…») (16.01.1934)";"О. Э. Мандельштам";"1891";"10 января 1934  («Меня преследуют две-три случайных фразы…»)";"16.01.1934";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"17";"199";"О Боже, как жирны и синеглазы Стрекозы смерти, как лазурь черна.";"f1f8f8b11a2118d2ecd701b33a78098a:2:10"
" ьнемалп в ацжебокьнок У игазгиз еынтсеч";"йобулог";"честные зигзаги У конькобежца в пламень";"голубой";", ― ";"Морозный пух в железной крутят тяге";"О. Э. Мандельштам. 10 января 1934  («Меня преследуют две-три случайных фразы…») (16.01.1934)";"О. Э. Мандельштам";"1891";"10 января 1934  («Меня преследуют две-три случайных фразы…»)";"16.01.1934";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"17";"199";"Запутанных, как честные зигзаги У конькобежца в пламень голубой, ― Морозный пух в железной крутят тяге, С голуботвердой чокаясь рекой.";"f1f8f8b11a2118d2ecd701b33a78098a:10:8"
" ЯЕРДНА ИТЯМАП ИХИТС< ";">ОГОЛЕБ";"<СТИХИ ПАМЯТИ АНДРЕЯ";"БЕЛОГО>";" ";"";"О. Э. Мандельштам. [Стихи памяти Андрея Белого]  («Голубые глаза и горячая лобная кость — …») (10.01.1934-11.01.1934)";"О. Э. Мандельштам";"1891";"[Стихи памяти Андрея Белого]  («Голубые глаза и горячая лобная кость — …»)";"10.01.1934-11.01.1934";"художественная";"";"";"";"1991";"книга";"омонимия не снята";"";"13";"160";"<СТИХИ ПАМЯТИ АНДРЕЯ БЕЛОГО>";"3eb8350b0893901af55c4112735e218e:0:3"
