"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Audience_age";"Sentences";"Words";"Full context";"Example source"
" илуникоп сан умечоП";"еынреч";"Почему нас покинули";"черные";" ";"люди?";"Н. С. Гумилев. Экваториальный лес  («Я поставил палатку на каменном склоне…») (1921)";"Н. С. Гумилев";"1886";"Экваториальный лес  («Я поставил палатку на каменном склоне…»)";"1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"39";"512";"Лучше жизнь потерять нам, чем этот дневник! Почему нас покинули черные люди? Горе, компасы наши они унесли… Что нам делать?";"53de79da79e5efdaa004453f6ed90494:14:3"
" аН йижеребоп хытурк У";"монелез";"У крутых побережий На";"зеленом";" ";"лугу Липы, ясени те же, Что";"Н. С. Гумилев. Алжир и Тунис  («От Европы старинной…») (1918-1921)";"Н. С. Гумилев";"1886";"Алжир и Тунис  («От Европы старинной…»)";"1918-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"22";"239";"У крутых побережий На зеленом лугу Липы, ясени те же, Что на том берегу.";"ee18f2a3fb3e7eca0cc29f5004d18e4e:4:4"
" и алежяТ адаморг асалтА И";"анреч";"И Атласа громада Тяжела и";"черна";", ";"Словно Сьерра-Невада Ей от века";"Н. С. Гумилев. Алжир и Тунис  («От Европы старинной…») (1918-1921)";"Н. С. Гумилев";"1886";"Алжир и Тунис  («От Европы старинной…»)";"1918-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"22";"239";"И Атласа громада Тяжела и черна, Словно Сьерра-Невада Ей от века родна.";"ee18f2a3fb3e7eca0cc29f5004d18e4e:5:5"
" инытсуп зи тузлоп есВ";"йежыР";"Все ползут из пустыни";"Рыжей";" ";"стаей пески.";"Н. С. Гумилев. Алжир и Тунис  («От Европы старинной…») (1918-1921)";"Н. С. Гумилев";"1886";"Алжир и Тунис  («От Европы старинной…»)";"1918-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"22";"239";"Все ползут из пустыни Рыжей стаей пески.";"ee18f2a3fb3e7eca0cc29f5004d18e4e:17:4"
" окьлоТ";"йылеб";"Только";"белый";" ";"бороться Рад со всяким врагом: Вырывает";"Н. С. Гумилев. Алжир и Тунис  («От Европы старинной…») (1918-1921)";"Н. С. Гумилев";"1886";"Алжир и Тунис  («От Европы старинной…»)";"1918-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"22";"239";"Только белый бороться Рад со всяким врагом: Вырывает колодцы, Садит пальмы кругом.";"ee18f2a3fb3e7eca0cc29f5004d18e4e:19:1"
" ывед еынжен как ,И";"йотолоЗ";"И, как нежные девы";"Золотой";" ";"старины, В тихом поле посевы Им";"Н. С. Гумилев. Алжир и Тунис  («От Европы старинной…») (1918-1921)";"Н. С. Гумилев";"1886";"Алжир и Тунис  («От Европы старинной…»)";"1918-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"22";"239";"И, как нежные девы Золотой старины, В тихом поле посевы Им одним спасены.  <1918 ― 1921>";"ee18f2a3fb3e7eca0cc29f5004d18e4e:21:4"
" с унищнеж ыТ";"имындолох";"Ты женщину с";"холодными";" ";"глазами, Влюбленную лишь в самое себя";"Н. С. Гумилев. Леопарди  («О праздниках, о звоне струн, о нарде…») (1918-1921)";"Н. С. Гумилев";"1886";"Леопарди  («О праздниках, о звоне струн, о нарде…»)";"1918-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"6";"68";"Ты женщину с холодными глазами, Влюбленную лишь в самое себя, И родину любил под небесами.";"aa9ca90db62e9ec372d874bf5295c002:3:3"
" анаеко нлов хижевс аз-зИ";"йынсарК";"Из-за свежих волн океана";"Красный";" ";"бык приподнял рога, И бежали лани";"Н. С. Гумилев. Поэма начала  («Из-за свежих волн океана…») (1918-1921)";"Н. С. Гумилев";"1886";"Поэма начала  («Из-за свежих волн океана…»)";"1918-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"94";"1231";"Из-за свежих волн океана Красный бык приподнял рога, И бежали лани тумана Под скалистые берега.";"7a147dcfc3280895041ed89fc6140cd4:5:4"
" инет йорыс йонмушогонм В имагереб имытсилакс";"имытсирбереС";"скалистыми берегами В многошумной сырой тени";"Серебристыми";" ";"жемчугами Оседали на мох они.";"Н. С. Гумилев. Поэма начала  («Из-за свежих волн океана…») (1918-1921)";"Н. С. Гумилев";"1886";"Поэма начала  («Из-за свежих волн океана…»)";"1918-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"94";"1231";"Под скалистыми берегами В многошумной сырой тени Серебристыми жемчугами Оседали на мох они.";"7a147dcfc3280895041ed89fc6140cd4:6:7"
"";"йынсарК";"";"Красный";" ";"бык изменяет лица: Вот широко крылья";"Н. С. Гумилев. Поэма начала  («Из-за свежих волн океана…») (1918-1921)";"Н. С. Гумилев";"1886";"Поэма начала  («Из-за свежих волн океана…»)";"1918-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"94";"1231";"Красный бык изменяет лица: Вот широко крылья простер И парит, огромная птица, Пожирающая простор.";"7a147dcfc3280895041ed89fc6140cd4:7:0"
" мяревд к тоВ";"йобулог";"Вот к дверям";"голубой";" ";"кумирни, Ключ держа от тайн и";"Н. С. Гумилев. Поэма начала  («Из-за свежих волн океана…») (1918-1921)";"Н. С. Гумилев";"1886";"Поэма начала  («Из-за свежих волн океана…»)";"1918-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"94";"1231";"Вот к дверям голубой кумирни, Ключ держа от тайн и чудес, Он восходит, стрелок и лирник, По открытой тропе небес.";"7a147dcfc3280895041ed89fc6140cd4:8:3"
" теавилаН";"мынелез";"Наливает";"зеленым";" ";"соком Детски нежные стебли трав И";"Н. С. Гумилев. Поэма начала  («Из-за свежих волн океана…») (1918-1921)";"Н. С. Гумилев";"1886";"Поэма начала  («Из-за свежих волн океана…»)";"1918-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"94";"1231";"Наливает зеленым соком Детски нежные стебли трав И багряным, дивно высоким Благородное сердце льва.";"7a147dcfc3280895041ed89fc6140cd4:12:1"
" И варт илбетс еынжен икстеД мокос";"мыняргаб";"соком Детски нежные стебли трав И";"багряным";", ";"дивно высоким Благородное сердце льва.";"Н. С. Гумилев. Поэма начала  («Из-за свежих волн океана…») (1918-1921)";"Н. С. Гумилев";"1886";"Поэма начала  («Из-за свежих волн океана…»)";"1918-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"94";"1231";"Наливает зеленым соком Детски нежные стебли трав И багряным, дивно высоким Благородное сердце льва.";"7a147dcfc3280895041ed89fc6140cd4:12:8"
" И авонс и авонс теавилорП косеп";"йынелез";"песок Проливает снова и снова И";"зеленый";" ";"и красный сок.";"Н. С. Гумилев. Поэма начала  («Из-за свежих волн океана…») (1918-1921)";"Н. С. Гумилев";"1886";"Поэма начала  («Из-за свежих волн океана…»)";"1918-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"94";"1231";"И, всегда желая иного, На голодный жаркий песок Проливает снова и снова И зеленый и красный сок.";"7a147dcfc3280895041ed89fc6140cd4:13:13"
" и йынелез И авонс и авонс";"йынсарк";"снова и снова И зеленый и";"красный";" ";"сок.";"Н. С. Гумилев. Поэма начала  («Из-за свежих волн океана…») (1918-1921)";"Н. С. Гумилев";"1886";"Поэма начала  («Из-за свежих волн океана…»)";"1918-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"94";"1231";"И, всегда желая иного, На голодный жаркий песок Проливает снова и снова И зеленый и красный сок.";"7a147dcfc3280895041ed89fc6140cd4:13:15"
" йобуг ясрет опуТ ,ропу йынжедан ваксытО";"йонелез";"Отыскав надежный упор, Тупо терся губой";"зеленой";" ";"О подножие Лунных гор.";"Н. С. Гумилев. Поэма начала  («Из-за свежих волн океана…») (1918-1921)";"Н. С. Гумилев";"1886";"Поэма начала  («Из-за свежих волн океана…»)";"1918-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"94";"1231";"Океан косматый и сонный, Отыскав надежный упор, Тупо терся губой зеленой О подножие Лунных гор.";"7a147dcfc3280895041ed89fc6140cd4:17:10"
" ,йынсебен лопук в ьсяарипУ ,алремаз и";"яавотситемА";"и замерла, Упираясь в купол небесный,";"Аметистовая";" ";"скала.";"Н. С. Гумилев. Поэма начала  («Из-за свежих волн океана…») (1918-1921)";"Н. С. Гумилев";"1886";"Поэма начала  («Из-за свежих волн океана…»)";"1918-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"94";"1231";"И над ним стеною отвесной Разбежалась и замерла, Упираясь в купол небесный, Аметистовая скала.";"7a147dcfc3280895041ed89fc6140cd4:18:12"
" и дов ешратС ,нос яапысод йовокеВ";"еелтевс";"Вековой досыпая сон, Старше вод и";"светлее";" ";"солнца, Золоточешуйный дракон.";"Н. С. Гумилев. Поэма начала  («Из-за свежих волн океана…») (1918-1921)";"Н. С. Гумилев";"1886";"Поэма начала  («Из-за свежих волн океана…»)";"1918-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"94";"1231";"Потому что свивал там кольца, Вековой досыпая сон, Старше вод и светлее солнца, Золоточешуйный дракон.";"7a147dcfc3280895041ed89fc6140cd4:20:11"
" ьсолазак ен уме И";"мылтевс";"И ему не казалось";"светлым";" ";"Солнце, юное для людей.";"Н. С. Гумилев. Поэма начала  («Из-за свежих волн океана…») (1918-1921)";"Н. С. Гумилев";"1886";"Поэма начала  («Из-за свежих волн океана…»)";"1918-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"94";"1231";"И ему не казалось светлым Солнце, юное для людей.";"7a147dcfc3280895041ed89fc6140cd4:25:4"
" оП ыннолок ястунят имадяР ";"мылеб";"Рядами тянутся колонны По";"белым";" ";"коридорам сна.";"Н. С. Гумилев : соавторы. «Рядами тянутся колонны…» (1918-1921)";"Н. С. Гумилев : соавторы";"1886";"«Рядами тянутся колонны…»";"1918-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"11";"153";"Рядами тянутся колонны По белым коридорам сна.";"078ea032a2075eea43f576b2fcde9b06:0:4"
" тедуб мав ануЛ« :мынмот тичорорп мосолог";"йылтевс";"голосом пророчит томным: «Луна вам будет";"светлый";" ";"дом Или Сатурн ― с его огромным";"Н. С. Гумилев : соавторы. «Рядами тянутся колонны…» (1918-1921)";"Н. С. Гумилев : соавторы";"1886";"«Рядами тянутся колонны…»";"1918-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"11";"153";"Нам голосом пророчит томным: «Луна вам будет светлый дом Или Сатурн ― с его огромным И ярко-пламенным кольцом.";"078ea032a2075eea43f576b2fcde9b06:4:7"
" И мынморго оге с ― нрутаС илИ";"окря";"Или Сатурн ― с его огромным И";"ярко";"-";"пламенным кольцом.";"Н. С. Гумилев : соавторы. «Рядами тянутся колонны…» (1918-1921)";"Н. С. Гумилев : соавторы";"1886";"«Рядами тянутся колонны…»";"1918-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"11";"153";"Нам голосом пророчит томным: «Луна вам будет светлый дом Или Сатурн ― с его огромным И ярко-пламенным кольцом.";"078ea032a2075eea43f576b2fcde9b06:4:15"
" но И ,илачлом ым оН ";"еенмет";"Но мы молчали, И он";"темнее";" ";"тучи стал, И взгляд его острее";"Н. С. Гумилев : соавторы. «Рядами тянутся колонны…» (1918-1921)";"Н. С. Гумилев : соавторы";"1886";"«Рядами тянутся колонны…»";"1918-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"11";"153";"Но мы молчали, И он темнее тучи стал, И взгляд его острее стали Колол и ранил, как кинжал.";"078ea032a2075eea43f576b2fcde9b06:8:5"
" йовирг яасяртоп ,нО";"йежыр";"Он, потрясая гривой";"рыжей";", ";"Грозил нам манием руки, Его крылатые";"Н. С. Гумилев : соавторы. «Рядами тянутся колонны…» (1918-1921)";"Н. С. Гумилев : соавторы";"1886";"«Рядами тянутся колонны…»";"1918-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"11";"153";"Он, потрясая гривой рыжей, Грозил нам манием руки, Его крылатые быки К нам подходили ближе, ближе.";"078ea032a2075eea43f576b2fcde9b06:9:3"
" ";"еотлеЖ";"";"Желтое";" ";"поле, Солнечный полдень, Старая липа.";"Н. С. Гумилев. «Желтое поле…» (1906-1921)";"Н. С. Гумилев";"1886";"«Желтое поле…»";"1906-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"4";"41";"Желтое поле, Солнечный полдень, Старая липа. Маленький мальчик Тихо читает Хорошую книгу.";"b9f546f5bbf66753c110bc69cfbe470a:0:0"
" ,ьнедлоп йиксьлюИ тедубазоп И мылсорзв тенатС";"еотлеЖ";"Станет взрослым И позабудет Июльский полдень,";"Желтое";" ";"поле.";"Н. С. Гумилев. «Желтое поле…» (1906-1921)";"Н. С. Гумилев";"1886";"«Желтое поле…»";"1906-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"4";"41";"Минут годы, Маленький мальчик Станет взрослым И позабудет Июльский полдень, Желтое поле.";"b9f546f5bbf66753c110bc69cfbe470a:2:10"
" ежУ ,яариму ьшиЛ";"йындолох";"Лишь умирая, Уже";"холодный";", ";"Вдруг припомнит Былое счастье, Яркое солнце";"Н. С. Гумилев. «Желтое поле…» (1906-1921)";"Н. С. Гумилев";"1886";"«Желтое поле…»";"1906-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"4";"41";"Лишь умирая, Уже холодный, Вдруг припомнит Былое счастье, Яркое солнце, Старую липу, Хорошую книгу, А будет поздно.";"b9f546f5bbf66753c110bc69cfbe470a:3:3"
" ,еьтсачс еолыБ тинмопирп гурдВ ,йындолох ежУ";"еокрЯ";"Уже холодный, Вдруг припомнит Былое счастье,";"Яркое";" ";"солнце, Старую липу, Хорошую книгу, А";"Н. С. Гумилев. «Желтое поле…» (1906-1921)";"Н. С. Гумилев";"1886";"«Желтое поле…»";"1906-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"4";"41";"Лишь умирая, Уже холодный, Вдруг припомнит Былое счастье, Яркое солнце, Старую липу, Хорошую книгу, А будет поздно.";"b9f546f5bbf66753c110bc69cfbe470a:3:8"
" С ыселукреГ ьл еикат И";"микря";"И такие ль Геркулесы С";"ярким";" ";"пламенем в глазах, Попадая в лапы";"Н. С. Гумилев. «Низкорослый, большелобый…» (1906-1921)";"Н. С. Гумилев";"1886";"«Низкорослый, большелобый…»";"1906-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"6";"67";"И такие ль Геркулесы С ярким пламенем в глазах, Попадая в лапы прессы, Забывали стыд и страх?";"bfb64ddb39245d3ece0be65380a6d1ca:4:5"
" аН мындолог мокинжодух ьтыБ ,екер ее";"мондолох";"ее реке, Быть художником голодным На";"холодном";" ";"чердаке.";"Н. С. Гумилев. «Низкорослый, большелобый…» (1906-1921)";"Н. С. Гумилев";"1886";"«Низкорослый, большелобый…»";"1906-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"6";"67";"А он мог бы быть свободным, Как форель в ее реке, Быть художником голодным На холодном чердаке.";"bfb64ddb39245d3ece0be65380a6d1ca:5:15"
" И ,дялгзв ьтедив тежом хи ьлокод";"хыртсеп";"доколь их может видеть взгляд, И";"пестрых";" ";"птиц над ними кружит стая.";"Н. С. Гумилев. «Три лестницы, ведущие на небо…» (1906-1921)";"Н. С. Гумилев";"1886";"«Три лестницы, ведущие на небо…»";"1906-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"29";"339";"Вокруг нее каскады, ниспадая, Кипят, доколь их может видеть взгляд, И пестрых птиц над ними кружит стая.";"f2529e5c77ae23da817a445157451d3c:4:11"
" возамлА йырдещ омиремзиен ьрац отдуб каК";"хылеб";"Как будто царь неизмеримо щедрый Алмазов";"белых";" ";"сыпет бездне клад.";"Н. С. Гумилев. «Три лестницы, ведущие на небо…» (1906-1921)";"Н. С. Гумилев";"1886";"«Три лестницы, ведущие на небо…»";"1906-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"29";"339";"И так сверкает этот водопад, Как будто царь неизмеримо щедрый Алмазов белых сыпет бездне клад.";"f2529e5c77ae23da817a445157451d3c:5:11"
" ызор маТ ,ырдек и иинип едг";"мыла";"где пинии и кедры, Там розы";"алым";" ";"соком налиты Так, что черны их";"Н. С. Гумилев. «Три лестницы, ведущие на небо…» (1906-1921)";"Н. С. Гумилев";"1886";"«Три лестницы, ведущие на небо…»";"1906-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"29";"339";"А наверху, где пинии и кедры, Там розы алым соком налиты Так, что черны их бархатные недра.";"f2529e5c77ae23da817a445157451d3c:6:8"
" отч ,каТ ытилан мокос мыла ызор";"ынреч";"розы алым соком налиты Так, что";"черны";" ";"их бархатные недра.";"Н. С. Гумилев. «Три лестницы, ведущие на небо…» (1906-1921)";"Н. С. Гумилев";"1886";"«Три лестницы, ведущие на небо…»";"1906-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"29";"339";"А наверху, где пинии и кедры, Там розы алым соком налиты Так, что черны их бархатные недра.";"f2529e5c77ae23da817a445157451d3c:6:13"
" туди йен оП";"еынйокопс";"По ней идут";"спокойные";" ";"четы С приятной важностью, неторопливо В";"Н. С. Гумилев. «Три лестницы, ведущие на небо…» (1906-1921)";"Н. С. Гумилев";"1886";"«Три лестницы, ведущие на небо…»";"1906-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"29";"339";"По ней идут спокойные четы С приятной важностью, неторопливо В сознаньи необорной правоты.";"f2529e5c77ae23da817a445157451d3c:7:3"
"";"еынелеЗ";"";"Зеленые";" ";"чалмы хаджей священны, Бурнусы белы, словно";"Н. С. Гумилев. «Три лестницы, ведущие на небо…» (1906-1921)";"Н. С. Гумилев";"1886";"«Три лестницы, ведущие на небо…»";"1906-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"29";"339";"Зеленые чалмы хаджей священны, Бурнусы белы, словно лилий цвет, И туфли, шелком шитые, священны.";"f2529e5c77ae23da817a445157451d3c:10:0"
" ысунруБ ,ыннещявс йеждах ымлач еынелеЗ";"ылеб";"Зеленые чалмы хаджей священны, Бурнусы";"белы";", ";"словно лилий цвет, И туфли, шелком";"Н. С. Гумилев. «Три лестницы, ведущие на небо…» (1906-1921)";"Н. С. Гумилев";"1886";"«Три лестницы, ведущие на небо…»";"1906-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"29";"339";"Зеленые чалмы хаджей священны, Бурнусы белы, словно лилий цвет, И туфли, шелком шитые, священны.";"f2529e5c77ae23da817a445157451d3c:10:5"
" ,ызор тунхап ееньлиС";"ечря";"Сильнее пахнут розы,";"ярче";" ";"свет.";"Н. С. Гумилев. «Три лестницы, ведущие на небо…» (1906-1921)";"Н. С. Гумилев";"1886";"«Три лестницы, ведущие на небо…»";"1906-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"29";"339";"Сильнее пахнут розы, ярче свет. Вот в зале, где семьсот мильонов гурий И юношей, их встретит Магомет.";"f2529e5c77ae23da817a445157451d3c:11:3"
" ан ,я А ,алагебу ешыв есв";"йылеб";"все выше убегала, А я, на";"белый";" ";"мрамор пав, рыдал.";"Н. С. Гумилев. «Три лестницы, ведущие на небо…» (1906-1921)";"Н. С. Гумилев";"1886";"«Три лестницы, ведущие на небо…»";"1906-1921";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"29";"339";"Вокруг поток крутился и сверкал, И лестница все выше убегала, А я, на белый мрамор пав, рыдал.";"f2529e5c77ae23da817a445157451d3c:26:13"
" абен енилод В";"йенис-онмет";"В долине неба";"темно-синей";" ";"Паслись, как овцы, облака.";"Н. С. Гумилев. «Ветла чернела. На вершине…» (1920)";"Н. С. Гумилев";"1886";"«Ветла чернела. На вершине…»";"1920";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"8";"65";"В долине неба темно-синей Паслись, как овцы, облака.";"8dde1c96255fbca28b4ac9e9752d10bb:2:3"
" ан варт ьнеТ ― ател яьналып лаволец";"хывозор";"целовал пыланья лета ― Тень трав на";"розовых";" ";"щеках, Благоуханный праздник света На бронзовых";"Н. С. Гумилев. «Ветла чернела. На вершине…» (1920)";"Н. С. Гумилев";"1886";"«Ветла чернела. На вершине…»";"1920";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"8";"65";"Я целовал пыланья лета ― Тень трав на розовых щеках, Благоуханный праздник света На бронзовых твоих кудрях.";"8dde1c96255fbca28b4ac9e9752d10bb:5:7"
" ,йондо йобот с ьшил ,юобот С";"йосоловежыР";"С тобою, лишь с тобой одной,";"Рыжеволосой";", ";"белоснежной, Я стал на миг самим";"Н. С. Гумилев. «Нет, ничего не изменилось…» (1920)";"Н. С. Гумилев";"1886";"«Нет, ничего не изменилось…»";"1920";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"4";"70";"Знай, друг мой гордый, друг мой нежный, С тобою, лишь с тобой одной, Рыжеволосой, белоснежной, Я стал на миг самим собой.";"e5415663dd6dea4854d8bd1ccbf7add4:2:13"
" ,йосоловежыР ,йондо йобот с ьшил ,юобот";"йонженсолеб";"тобою, лишь с тобой одной, Рыжеволосой,";"белоснежной";", ";"Я стал на миг самим собой.";"Н. С. Гумилев. «Нет, ничего не изменилось…» (1920)";"Н. С. Гумилев";"1886";"«Нет, ничего не изменилось…»";"1920";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"4";"70";"Знай, друг мой гордый, друг мой нежный, С тобою, лишь с тобой одной, Рыжеволосой, белоснежной, Я стал на миг самим собой.";"e5415663dd6dea4854d8bd1ccbf7add4:2:14"
" ,йомибюл ынищнеж икбылУ ьтарибс итямап в";"йынелеЗ";"в памяти сбирать Улыбки женщины любимой,";"Зеленый";" ";"взор и неба гладь.";"Н. С. Гумилев. «Поэт ленив, хоть лебединый…» (1920)";"Н. С. Гумилев";"1886";"«Поэт ленив, хоть лебединый…»";"1920";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"6";"78";"Его закон ― неутомимо, Как скряга, в памяти сбирать Улыбки женщины любимой, Зеленый взор и неба гладь.";"525d89abf53f6e9421ec368403cf5bac:1:11"
" юанимопсв Я йонревен итямап ерту аН";"йыртсеп";"На утре памяти неверной Я вспоминаю";"пестрый";" ";"луг, Где царствовал высокомерный, Мной обожаемый";"Н. С. Гумилев. Индюк  («На утре памяти неверной…») (1920)";"Н. С. Гумилев";"1886";"Индюк  («На утре памяти неверной…»)";"1920";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"6";"88";"На утре памяти неверной Я вспоминаю пестрый луг, Где царствовал высокомерный, Мной обожаемый индюк.";"89c605d985e8b1e404b824588da380c5:1:6"
" ямалп как оге вюлк лыБ ,адобовс";"ла";"свобода, Был клюв его как пламя";"ал";", ";"И за мои четыре года Меня";"Н. С. Гумилев. Индюк  («На утре памяти неверной…») (1920)";"Н. С. Гумилев";"1886";"Индюк  («На утре памяти неверной…»)";"1920";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"6";"88";"Была в нем злоба и свобода, Был клюв его как пламя ал, И за мои четыре года Меня он остро презирал.";"89c605d985e8b1e404b824588da380c5:2:11"
" морбереС";"йондолох";"Серебром";"холодной";" ";"зари Озаряется небосвод, Меж Стамбулом и";"Н. С. Гумилев. Сентиментальное путешествие  («Серебром холодной зари…») (1920)";"Н. С. Гумилев";"1886";"Сентиментальное путешествие  («Серебром холодной зари…»)";"1920";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"41";"469";"Серебром холодной зари Озаряется небосвод, Меж Стамбулом и Скутари Пробирается пароход.";"72572cd36cd22a85ca2130666079fd75:2:1"
" как ,тоВ";"яажыр";"Вот, как";"рыжая";" ";"грива льва, Поднялись три большие скалы";"Н. С. Гумилев. Сентиментальное путешествие  («Серебром холодной зари…») (1920)";"Н. С. Гумилев";"1886";"Сентиментальное путешествие  («Серебром холодной зари…»)";"1920";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"41";"469";"Вот, как рыжая грива льва, Поднялись три большие скалы ― Это Принцевы острова Выступают из синей мглы.";"72572cd36cd22a85ca2130666079fd75:4:2"
" зи тюапутсыВ авортсо ывецнирП отЭ ― ылакс";"йенис";"скалы ― Это Принцевы острова Выступают из";"синей";" ";"мглы.";"Н. С. Гумилев. Сентиментальное путешествие  («Серебром холодной зари…») (1920)";"Н. С. Гумилев";"1886";"Сентиментальное путешествие  («Серебром холодной зари…»)";"1920";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"41";"469";"Вот, как рыжая грива льва, Поднялись три большие скалы ― Это Принцевы острова Выступают из синей мглы.";"72572cd36cd22a85ca2130666079fd75:4:14"
" от ьлИ ,сел волларок хываворк И";"яавозор";"И кровавых кораллов лес, Иль то";"розовая";" ";"заря Утонула, сойдя с небес?";"Н. С. Гумилев. Сентиментальное путешествие  («Серебром холодной зари…») (1920)";"Н. С. Гумилев";"1886";"Сентиментальное путешествие  («Серебром холодной зари…»)";"1920";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"41";"469";"В море просветы янтаря И кровавых кораллов лес, Иль то розовая заря Утонула, сойдя с небес?";"72572cd36cd22a85ca2130666079fd75:5:10"
" отсорп от ,теН";"хынсарк";"Нет, то просто";"красных";" ";"медуз Проплывает огромный рой, Как сказал";"Н. С. Гумилев. Сентиментальное путешествие  («Серебром холодной зари…») (1920)";"Н. С. Гумилев";"1886";"Сентиментальное путешествие  («Серебром холодной зари…»)";"1920";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"41";"469";"Нет, то просто красных медуз Проплывает огромный рой, Как сказал нам один француз ― Он ухаживал за тобой.";"72572cd36cd22a85ca2130666079fd75:6:3"
" онвид как ,лертомс есВ ,ьтунсаз я";"алеб";"я заснуть, Все смотрел, как дивно";"бела";" ";"С царским кубком схожая грудь.";"Н. С. Гумилев. Сентиментальное путешествие  («Серебром холодной зари…») (1920)";"Н. С. Гумилев";"1886";"Сентиментальное путешествие  («Серебром холодной зари…»)";"1920";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"41";"469";"Ведь всю ночь, пока ты спала, Ни на миг не мог я заснуть, Все смотрел, как дивно бела С царским кубком схожая грудь.";"72572cd36cd22a85ca2130666079fd75:8:17"
" К мевылп енс ов ен ,увяаН";"йотолоз";"Наяву, не во сне плывем К";"золотой";" ";"стране небылиц.";"Н. С. Гумилев. Сентиментальное путешествие  («Серебром холодной зари…») (1920)";"Н. С. Гумилев";"1886";"Сентиментальное путешествие  («Серебром холодной зари…»)";"1920";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"41";"469";"И плывем мы древним путем Перелетных веселых птиц, Наяву, не во сне плывем К золотой стране небылиц.";"72572cd36cd22a85ca2130666079fd75:9:14"
" йенсукв ерим в тен огечиН";"оготавозоР";"Ничего нет в мире вкусней";"Розоватого";" ";"их хвоста, Если соком рейнских полей";"Н. С. Гумилев. Сентиментальное путешествие  («Серебром холодной зари…») (1920)";"Н. С. Гумилев";"1886";"Сентиментальное путешествие  («Серебром холодной зари…»)";"1920";"художественная";"";"";"";"1988";"книга";"омонимия не снята";"";"41";"469";"Ничего нет в мире вкусней Розоватого их хвоста, Если соком рейнских полей Пряность легкая полита.";"72572cd36cd22a85ca2130666079fd75:28:5"
