"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Audience_age";"Sentences";"Words";"Full context";"Example source"
" ацил аН ,олкетс еокзьлокс и еокпурх";"еинис";"хрупкое и скользкое стекло, На лица";"синие";" ";"мимоидущих.";"З. Н. Гиппиус. Тщета  («Я шел по стылому, седому льду…») (1919)";"З. Н. Гиппиус";"1869";"Тщета  («Я шел по стылому, седому льду…»)";"1919";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"8";"69";"Смотрело маленькое солнце зло (Для солнца нет ни бывших, ни грядущих) ― На хрупкое и скользкое стекло, На лица синие мимоидущих.";"9e90b6e4c18a3536ecd7dba19e029ae5:4:18"
" от-яьч яакаК";"яянис";"Какая чья-то";"синяя";" ";"гримаса, Как рана алая стыда, Позорный";"З. Н. Гиппиус. Хобиас  («Какая чья-то синяя гримаса…») (1919)";"З. Н. Гиппиус";"1869";"Хобиас  («Какая чья-то синяя гримаса…»)";"1919";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"6";"50";"Какая чья-то синяя гримаса, Как рана алая стыда, Позорный облик Хобиаса Преследует мои года.";"c7774e45cc9c2e070ac9a9286ff15bc2:1:2"
" анар каК ,асамирг яянис от-яьч яакаК";"яала";"Какая чья-то синяя гримаса, Как рана";"алая";" ";"стыда, Позорный облик Хобиаса Преследует мои";"З. Н. Гиппиус. Хобиас  («Какая чья-то синяя гримаса…») (1919)";"З. Н. Гиппиус";"1869";"Хобиас  («Какая чья-то синяя гримаса…»)";"1919";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"6";"50";"Какая чья-то синяя гримаса, Как рана алая стыда, Позорный облик Хобиаса Преследует мои года.";"c7774e45cc9c2e070ac9a9286ff15bc2:1:6"
" йицюловер теН";"еенсарк";"Нет революций";"краснее";" ";"нашей: На фронт ― иль к стенке";"З. Н. Гиппиус. Осенью  («(Сгон на революцию)…») (25.10.1919)";"З. Н. Гиппиус";"1869";"Осенью  («(Сгон на революцию)…»)";"25.10.1919";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"22";"109";"Нет революций краснее нашей: На фронт ― иль к стенке, одно из двух….";"a473d691fca64201e079fd0b98a0fb8a:12:2"
" ,недзузеБ ,нежородзеб ,яслачмод ьнок шаН";"ря";"Наш конь домчался, бездорожен, Безузден,";"яр";", ― ";"куда?";"З. Н. Гиппиус. 14 декабря 18 г.  («Нас больше нет. Мы всё забыли…») (1918)";"З. Н. Гиппиус";"1869";"14 декабря 18 г.  («Нас больше нет. Мы всё забыли…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"13";"97";"Наш конь домчался, бездорожен, Безузден, яр, ― куда?";"db34f6b44140bf6cb72255ae2a3d03a8:6:5"
" ьджов ,ьлетсеП ,онсарпаН";"йыворус";"Напрасно, Пестель, вождь";"суровый";", ";"В узле пеньковом умер ты,";"З. Н. Гиппиус. 14 декабря 18 г.  («Нас больше нет. Мы всё забыли…») (1918)";"З. Н. Гиппиус";"1869";"14 декабря 18 г.  («Нас больше нет. Мы всё забыли…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"13";"97";"Напрасно, Пестель, вождь суровый, В узле пеньковом умер ты,";"db34f6b44140bf6cb72255ae2a3d03a8:10:3"
"";"немеТ";"";"Темен";" ";"лик Его суровый, Очи гневные светлы.";"З. Н. Гиппиус. «По камням ночной столицы…» [Шел, 2] (1918)";"З. Н. Гиппиус";"1869";"«По камням ночной столицы…»";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"17";"104";"Темен лик Его суровый, Очи гневные светлы.";"91f4a5e47f5c684c96a39331802398df:4:0"
" огЕ кил немеТ";"йыворус";"Темен лик Его";"суровый";", ";"Очи гневные светлы.";"З. Н. Гиппиус. «По камням ночной столицы…» [Шел, 2] (1918)";"З. Н. Гиппиус";"1869";"«По камням ночной столицы…»";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"17";"104";"Темен лик Его суровый, Очи гневные светлы.";"91f4a5e47f5c684c96a39331802398df:4:3"
" еынвенг ичО ,йыворус огЕ кил немеТ";"ылтевс";"Темен лик Его суровый, Очи гневные";"светлы";".  ";"";"З. Н. Гиппиус. «По камням ночной столицы…» [Шел, 2] (1918)";"З. Н. Гиппиус";"1869";"«По камням ночной столицы…»";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"17";"104";"Темен лик Его суровый, Очи гневные светлы.";"91f4a5e47f5c684c96a39331802398df:4:6"
" теакревс оН";"ечря";"Но сверкает";"ярче";" ";"молний Лик идущего Христа.  Май 1918";"З. Н. Гиппиус. «По камням ночной столицы…» [Шел, 2] (1918)";"З. Н. Гиппиус";"1869";"«По камням ночной столицы…»";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"17";"104";"Но сверкает ярче молний Лик идущего Христа.  Май 1918";"91f4a5e47f5c684c96a39331802398df:15:2"
"";"умолеБ";"";"Белому";" ";"и Блоку";"З. Н. Гиппиус. «По торцам оледенелым…» [Шел, 1] (1918)";"З. Н. Гиппиус";"1869";"«По торцам оледенелым…»";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"14";"97";"№ 1 Белому и Блоку";"c80d8ce7d50110a1b97c454db7e4834b:2:0"
" монотих ятселб ,леШ ,зором йиннерту йиксйам";"мылеб";"майский утренний мороз, Шел, блестя хитоном";"белым";", ";"Опечаленный Христос.";"З. Н. Гиппиус. «По торцам оледенелым…» [Шел, 1] (1918)";"З. Н. Гиппиус";"1869";"«По торцам оледенелым…»";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"14";"97";"По торцам оледенелым, В майский утренний мороз, Шел, блестя хитоном белым, Опечаленный Христос.";"c80d8ce7d50110a1b97c454db7e4834b:3:10"
" илавичевстО алкетс еытунхапсар еиндзоп А ,мыд";"мыбулог";"дым, А поздние распахнутые стекла Отсвечивали";"голубым";".  ";"";"З. Н. Гиппиус. А. Блоку  («Всё это было, кажется, в последний…») (1918)";"З. Н. Гиппиус";"1869";"А. Блоку  («Всё это было, кажется, в последний…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"12";"84";"Потом сидели мы под лампой блеклой, Что золотила тонкий дым, А поздние распахнутые стекла Отсвечивали голубым.";"5f996439190163d9b2b9b22832cd2dbb:4:15"
" ― ебен аН октеч ьсилитреч еыню ивтев";"йенелез";"ветви юные чертились четко На небе ―";"зеленей";" ";"вина.";"З. Н. Гиппиус. А. Блоку  («Всё это было, кажется, в последний…») (1918)";"З. Н. Гиппиус";"1869";"А. Блоку  («Всё это было, кажется, в последний…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"12";"84";"И ветви юные чертились четко На небе ― зеленей вина.";"5f996439190163d9b2b9b22832cd2dbb:6:7"
"";"онйокопС";"";"Спокойно";" ";"в алые дали я гляжу ― совершений";"З. Н. Гиппиус. Где он?  («Я знаю, что жизнь размерена…») (1918)";"З. Н. Гиппиус";"1869";"Где он?  («Я знаю, что жизнь размерена…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"12";"89";"Спокойно в алые дали я гляжу ― совершений жду.";"d788a1c64d1cb2b8848b954454c37208:9:0"
" в онйокопС";"еыла";"Спокойно в";"алые";" ";"дали я гляжу ― совершений жду.";"З. Н. Гиппиус. Где он?  («Я знаю, что жизнь размерена…») (1918)";"З. Н. Гиппиус";"1869";"Где он?  («Я знаю, что жизнь размерена…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"12";"89";"Спокойно в алые дали я гляжу ― совершений жду.";"d788a1c64d1cb2b8848b954454c37208:9:2"
" О";"йынреч";"О";"черный";" ";"бич страданья!";"З. Н. Гиппиус. Дверь  («Мы, умные, — безумны…») (1918)";"З. Н. Гиппиус";"1869";"Дверь  («Мы, умные, — безумны…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"10";"63";"От боли мы безглазы, А ненависть ― как соль И ест, и травит язвы, Ярит слепую боль. О черный бич страданья! О ненависти зверь!";"3e33a1c80bc031f618b4fa7ae8887035:3:1"
" ,меинелпутсерп как ,ынамолзи инд есВ";"огодеС";"Все дни изломаны, как преступлением,";"Седого";" ";"Времени заржавел ход.";"З. Н. Гиппиус. Дни  («Все дни изломаны, как преступлением…») (1918)";"З. Н. Гиппиус";"1869";"Дни  («Все дни изломаны, как преступлением…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"9";"62";"Все дни изломаны, как преступлением, Седого Времени заржавел ход.";"03d5e983caaacc8465b48ebc9eec0c4e:1:5"
" ";"еотлеЖ";"";"Желтое";" ";"окно";"З. Н. Гиппиус. Желтое окно  («Иди сюда, взгляни-ка…») (1918)";"З. Н. Гиппиус";"1869";"Желтое окно  («Иди сюда, взгляни-ка…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"11";"66";"Желтое окно";"f47b05a1395b68f69cae99e22756b696:0:0"
" ьзовкС ак-инялгзв ,адюс идИ";"еотлеж";"Иди сюда, взгляни-ка Сквозь";"желтое";" ";"стекло.";"З. Н. Гиппиус. Желтое окно  («Иди сюда, взгляни-ка…») (1918)";"З. Н. Гиппиус";"1869";"Желтое окно  («Иди сюда, взгляни-ка…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"11";"66";"Иди сюда, взгляни-ка Сквозь желтое стекло.";"f47b05a1395b68f69cae99e22756b696:1:5"
" и онмездоП ,окид обен как ,инялгзВ";"олтевс";"Взгляни, как небо дико, Подземно и";"светло";".  ";"";"З. Н. Гиппиус. Желтое окно  («Иди сюда, взгляни-ка…») (1918)";"З. Н. Гиппиус";"1869";"Желтое окно  («Иди сюда, взгляни-ка…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"11";"66";"Взгляни, как небо дико, Подземно и светло.";"f47b05a1395b68f69cae99e22756b696:2:6"
" каК ― агарво унд оп йечуР";"еонреч";"Ручей по дну оврага ― Как";"черное";" ";"вино.";"З. Н. Гиппиус. Желтое окно  («Иди сюда, взгляни-ка…») (1918)";"З. Н. Гиппиус";"1869";"Желтое окно  («Иди сюда, взгляни-ка…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"11";"66";"Ручей по дну оврага ― Как черное вино.";"f47b05a1395b68f69cae99e22756b696:5:5"
" яом ялмеЗ";"алкелбоп";"Земля моя";"поблекла";", ";"Земля опалена!   Апрель 1918";"З. Н. Гиппиус. Желтое окно  («Иди сюда, взгляни-ка…») (1918)";"З. Н. Гиппиус";"1869";"Желтое окно  («Иди сюда, взгляни-ка…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"11";"66";"И всюду эти стекла Проклятого окна. Земля моя поблекла, Земля опалена!   Апрель 1918";"f47b05a1395b68f69cae99e22756b696:10:2"
" ее ялоП";"еытолоз";"Поля ее";"золотые";". ";"";"З. Н. Гиппиус. Знайте!  («Она не погибнет, — знайте!..») (1918)";"З. Н. Гиппиус";"1869";"Знайте!  («Она не погибнет, — знайте!..»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"10";"33";"Они всколосятся, ― верьте! Поля ее золотые. И мы не погибнем, ― верьте!";"4955eed3137ec24be1f626287c8408ab:4:2"
" еиртсо оге тежерорп ,телокорП";"еыворгаБ";"Проколет, прорежет его острие";"Багровые";" ";"наши туманы.";"З. Н. Гиппиус. Имя  («Безумные годы совьются во прах…») (1918)";"З. Н. Гиппиус";"1869";"Имя  («Безумные годы совьются во прах…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"13";"80";"Проколет, прорежет его острие Багровые наши туманы.";"27ab3eda9ba5ec44250f12128fd92ea4:4:4"
" алап ― ,юлмез аН ,адут и ― ,алункревсорп";"мынмет";"просверкнула, ― и туда, На землю, ― пала";"темным";" ";"камнем.";"З. Н. Гиппиус. Как прежде  («Твоя печальная звезда…») (1918)";"З. Н. Гиппиус";"1869";"Как прежде  («Твоя печальная звезда…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"6";"59";"Твоя печальная звезда Недолго радостью была мне: Чуть просверкнула, ― и туда, На землю, ― пала темным камнем.";"7dd630430359ec5d47704a8031d977ef:1:14"
" ыворкоП ,ашепс итйу янем то ,И";"еынреч";"И, от меня уйти спеша, Покровы";"черные";" ";"надела.";"З. Н. Гиппиус. Как прежде  («Твоя печальная звезда…») (1918)";"З. Н. Гиппиус";"1869";"Как прежде  («Твоя печальная звезда…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"6";"59";"Твоя печальная душа Любить улыбку не посмела И, от меня уйти спеша, Покровы черные надела.";"7dd630430359ec5d47704a8031d977ef:2:13"
" ушан ьброкс ,идопсоГ ,йаледс О";"юолтевс";"О сделай, Господи, скорбь нашу";"светлою";", ";"Далекой гнева, боли и мести, А";"З. Н. Гиппиус. На поле чести  («О сделай, Господи, скорбь нашу светлою…») (1918)";"З. Н. Гиппиус";"1869";"На поле чести  («О сделай, Господи, скорбь нашу светлою…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"7";"50";"О сделай, Господи, скорбь нашу светлою, Далекой гнева, боли и мести, А слезы ― тихой росой предрассветною О нем, убиенном на поле чести.";"0fa741eadb667769306c8246b2f5c65d:3:5"
" модас дан яраЗ";"яансарк";"Заря над садом";"красная";", ";"Но сад вечерен.";"З. Н. Гиппиус. Напрасно  («Всю душу не тебе ли я…») (1918)";"З. Н. Гиппиус";"1869";"Напрасно  («Всю душу не тебе ли я…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"5";"31";"Заря над садом красная, Но сад вечерен.";"91ea769c1d6a2aa0e3b49c974a715b17:2:3"
" йокпярт йотэ И мокаплок алудан ,тов";"йонсарк";"вот, надула колпаком И этой тряпкой";"красной";"!  ";"";"З. Н. Гиппиус. Опять  («Опять она? Бесстыдно в грязь…») (1918)";"З. Н. Гиппиус";"1869";"Опять  («Опять она? Бесстыдно в грязь…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"14";"84";"А вот, надула колпаком И этой тряпкой красной!";"1a6d97c08a7a3a8ef64b2a12038af416:7:7"
" доп ― гурдв И";"юовозор";"И вдруг ― под";"розовою";" ";"цепью гор, Под белой незажегшейся луною";"З. Н. Гиппиус. Прогулки  («Вы помните?.. / О, если бы опять…») [В Дружносельи, 1] (1918)";"З. Н. Гиппиус";"1869";"Прогулки  («Вы помните?.. / О, если бы опять…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"11";"105";"И вдруг ― под розовою цепью гор, Под белой незажегшейся луною, Увидеть моря синий полукруг, Небесных волн сияющее пламя…";"21870d82d88926ee26cd0b4d295a4e63:5:3"
" доП ,рог юьпец юовозор доп ― гурдв";"йолеб";"вдруг ― под розовою цепью гор, Под";"белой";" ";"незажегшейся луною, Увидеть моря синий полукруг";"З. Н. Гиппиус. Прогулки  («Вы помните?.. / О, если бы опять…») [В Дружносельи, 1] (1918)";"З. Н. Гиппиус";"1869";"Прогулки  («Вы помните?.. / О, если бы опять…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"11";"105";"И вдруг ― под розовою цепью гор, Под белой незажегшейся луною, Увидеть моря синий полукруг, Небесных волн сияющее пламя…";"21870d82d88926ee26cd0b4d295a4e63:5:7"
" яром ьтедивУ ,юонул ясйешгежазен йолеб доП";"йинис";"Под белой незажегшейся луною, Увидеть моря";"синий";" ";"полукруг, Небесных волн сияющее пламя…";"З. Н. Гиппиус. Прогулки  («Вы помните?.. / О, если бы опять…») [В Дружносельи, 1] (1918)";"З. Н. Гиппиус";"1869";"Прогулки  («Вы помните?.. / О, если бы опять…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"11";"105";"И вдруг ― под розовою цепью гор, Под белой незажегшейся луною, Увидеть моря синий полукруг, Небесных волн сияющее пламя…";"21870d82d88926ee26cd0b4d295a4e63:5:12"
" едГ ,адут ,дазан итди ,дерепв итдИ";"йолпет";"Идти вперед, идти назад, туда, Где";"теплой";" ";"радуги дымно-горящий столб Закатную поддерживает";"З. Н. Гиппиус. Прогулки  («Вы помните?.. / О, если бы опять…») [В Дружносельи, 1] (1918)";"З. Н. Гиппиус";"1869";"Прогулки  («Вы помните?.. / О, если бы опять…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"11";"105";"Идти вперед, идти назад, туда, Где теплой радуги дымно-горящий столб Закатную поддерживает тучу…";"21870d82d88926ee26cd0b4d295a4e63:6:6"
" к ьтсуП";"йонреч";"Пусть к";"черной";" ";"двери искупления Слепцы-предатели идут…";"З. Н. Гиппиус. Свеча ненависти  («Рабы, лгуны, убийцы, тати ли …») (1918)";"З. Н. Гиппиус";"1869";"Свеча ненависти  («Рабы, лгуны, убийцы, тати ли …»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"12";"109";"Пусть к черной двери искупления Слепцы-предатели идут…";"8d69c425fc5fcf49b6e50ffaaf4fa2fe:8:2"
" зеБ ,конот и лам ,цясем йынвиаН";"хылеб";"Наивный месяц, мал и тонок, Без";"белых";" ";"облачных пеленок Смотрел на луг.";"З. Н. Гиппиус. Сон  («Наивный месяц, мал и тонок…») (1918)";"З. Н. Гиппиус";"1869";"Сон  («Наивный месяц, мал и тонок…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"7";"70";"Наивный месяц, мал и тонок, Без белых облачных пеленок Смотрел на луг.";"67c1bf765dfb70323655df4b1f9cd680:1:6"
" цясем кат огечто И ,ледис мечаз";"леб";"зачем сидел, И отчего так месяц";"бел";", ― ";"Всё мне казалось непонятно…";"З. Н. Гиппиус. Сон  («Наивный месяц, мал и тонок…») (1918)";"З. Н. Гиппиус";"1869";"Сон  («Наивный месяц, мал и тонок…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"7";"70";"Зачем он был, зачем сидел, И отчего так месяц бел, ― Всё мне казалось непонятно…";"67c1bf765dfb70323655df4b1f9cd680:3:9"
" хацилу аН";"яалеб";"На улицах";"белая";" ";"тишь.";"З. Н. Гиппиус. Тишь  («На улицах белая тишь…») (1918)";"З. Н. Гиппиус";"1869";"Тишь  («На улицах белая тишь…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"15";"53";"Тишь На улицах белая тишь. Я не слышу своего сердца.";"e04204652ae34c6418691946515fd83d:1:2"
" дороГ";"йынженс";"Город";"снежный";", ";"белый ― воскресни!";"З. Н. Гиппиус. Тишь  («На улицах белая тишь…») (1918)";"З. Н. Гиппиус";"1869";"Тишь  («На улицах белая тишь…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"15";"53";"Такая тихая, такая тихая тишь… Город снежный, белый ― воскресни! Луна ― окровавленный щит.";"e04204652ae34c6418691946515fd83d:5:1"
" ,йынженс дороГ";"йылеб";"Город снежный,";"белый";" ― ";"воскресни!";"З. Н. Гиппиус. Тишь  («На улицах белая тишь…») (1918)";"З. Н. Гиппиус";"1869";"Тишь  («На улицах белая тишь…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"15";"53";"Такая тихая, такая тихая тишь… Город снежный, белый ― воскресни! Луна ― окровавленный щит.";"e04204652ae34c6418691946515fd83d:5:2"
" еж оге оН";"юонреч";"Но его же";"черною";" ";"перчаткою Я в лицо ударил пришлеца.";"З. Н. Гиппиус. Час победы  («Он опять пришел — глядит презрительно…») (1918)";"З. Н. Гиппиус";"1869";"Час победы  («Он опять пришел — глядит презрительно…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"21";"150";"Но его же черною перчаткою Я в лицо ударил пришлеца.";"5c90d27d9c1d3c4174b7b05670cb4254:13:3"
" В еом оцьлок еондебоп сач тотэ";"юунненго";"этот час победное кольцо мое В";"огненную";" ";"выгнулось черту.  Сентябрь 1918";"З. Н. Гиппиус. Час победы  («Он опять пришел — глядит презрительно…») (1918)";"З. Н. Гиппиус";"1869";"Час победы  («Он опять пришел — глядит презрительно…»)";"1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"21";"150";"В этот час победное кольцо мое В огненную выгнулось черту.  Сентябрь 1918";"5c90d27d9c1d3c4174b7b05670cb4254:19:7"
" еиксьлюи ироз илыб адгоК";"еыворгаб";"Когда были зори июльские";"багровые";", ";"Ангел, в одежде шарманщика, пришел к";"З. Н. Гиппиус. Три сына — три сердца  («Когда были зори июльские багровые…») (1914-1918)";"З. Н. Гиппиус";"1869";"Три сына — три сердца  («Когда были зори июльские багровые…»)";"1914-1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"39";"419";"Когда были зори июльские багровые, Ангел, в одежде шарманщика, пришел к ней на дачу, где, счастливая, она жила.";"7414b8c6057db933ca79491253505ac5:2:4"
" ироз отч ,олыб и огесв окьлоТ";"еыворгаб";"Только всего и было, что зори";"багровые";".  ";"";"З. Н. Гиппиус. Три сына — три сердца  («Когда были зори июльские багровые…») (1914-1918)";"З. Н. Гиппиус";"1869";"Три сына — три сердца  («Когда были зори июльские багровые…»)";"1914-1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"39";"419";"Только всего и было, что зори багровые.";"7414b8c6057db933ca79491253505ac5:3:6"
" ироз ан иртомсоп ,иртомсоП« ";"еыворгаб";"«Посмотри, посмотри на зори";"багровые";", ";"вынуты у тебя будут все три";"З. Н. Гиппиус. Три сына — три сердца  («Когда были зори июльские багровые…») (1914-1918)";"З. Н. Гиппиус";"1869";"Три сына — три сердца  («Когда были зори июльские багровые…»)";"1914-1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"39";"419";"«Посмотри, посмотри на зори багровые, вынуты у тебя будут все три сердца, три раны, три раны останутся вместо них…»";"7414b8c6057db933ca79491253505ac5:7:4"
"";"еывозоР";"";"Розовые";" ";"в свете зорь багровеющих, розовые капали";"З. Н. Гиппиус. Три сына — три сердца  («Когда были зори июльские багровые…») (1914-1918)";"З. Н. Гиппиус";"1869";"Три сына — три сердца  («Когда были зори июльские багровые…»)";"1914-1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"39";"419";"Розовые в свете зорь багровеющих, розовые капали у Ангела слезы…";"7414b8c6057db933ca79491253505ac5:8:0"
" ,хищюеворгаб ьроз етевс в еывозоР";"еывозор";"Розовые в свете зорь багровеющих,";"розовые";" ";"капали у Ангела слезы…";"З. Н. Гиппиус. Три сына — три сердца  («Когда были зори июльские багровые…») (1914-1918)";"З. Н. Гиппиус";"1869";"Три сына — три сердца  («Когда были зори июльские багровые…»)";"1914-1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"39";"419";"Розовые в свете зорь багровеющих, розовые капали у Ангела слезы…";"7414b8c6057db933ca79491253505ac5:8:5"
" с акшичиратс йыратс ,кичзовзи йотсуп яслапоп";"йолеб";"попался пустой извозчик, старый старичишка с";"белой";" ";"бородой.";"З. Н. Гиппиус. Три сына — три сердца  («Когда были зори июльские багровые…») (1914-1918)";"З. Н. Гиппиус";"1869";"Три сына — три сердца  («Когда были зори июльские багровые…»)";"1914-1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"39";"419";"Но чуть вышел за ограду садовую, встречу ему попался пустой извозчик, старый старичишка с белой бородой.";"7414b8c6057db933ca79491253505ac5:10:14"
" литсупсар огеч ,амузар-аму зеб ьлетелаж";"еывозор";"жалетель без ума-разума, чего распустил";"розовые";" ";"слюни, душу человечью на месте убил?";"З. Н. Гиппиус. Три сына — три сердца  («Когда были зори июльские багровые…») (1914-1918)";"З. Н. Гиппиус";"1869";"Три сына — три сердца  («Когда были зори июльские багровые…»)";"1914-1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"39";"419";"Ах ты, жалетель без ума-разума, чего распустил розовые слюни, душу человечью на месте убил?";"7414b8c6057db933ca79491253505ac5:12:8"
" еен у ыбуг :легнА тидив И";"еылеб";"И видит Ангел: губы у нее";"белые";".  ";"";"З. Н. Гиппиус. Три сына — три сердца  («Когда были зори июльские багровые…») (1914-1918)";"З. Н. Гиппиус";"1869";"Три сына — три сердца  («Когда были зори июльские багровые…»)";"1914-1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"39";"419";"И видит Ангел: губы у нее белые.";"7414b8c6057db933ca79491253505ac5:20:6"
" с аледис отч ,ут иляндоп ,илажебдоп";"имылеб";"подбежали, подняли ту, что сидела с";"белыми";" ";"губами.";"З. Н. Гиппиус. Три сына — три сердца  («Когда были зори июльские багровые…») (1914-1918)";"З. Н. Гиппиус";"1869";"Три сына — три сердца  («Когда были зори июльские багровые…»)";"1914-1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"39";"419";"Люди подбежали, подняли ту, что сидела с белыми губами.";"7414b8c6057db933ca79491253505ac5:27:7"
" ироз ьсиларогзар морадеН";"еыворгаб";"Недаром разгорались зори";"багровые";". ";"";"З. Н. Гиппиус. Три сына — три сердца  («Когда были зори июльские багровые…») (1914-1918)";"З. Н. Гиппиус";"1869";"Три сына — три сердца  («Когда были зори июльские багровые…»)";"1914-1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"39";"419";"А Николай-Угодник у решетки дожидается, посадил Ангела в старенькую пролетку и судить его за самовластье повез. ― ―Недаром разгорались зори багровые. У кого не вынули они сердца?";"7414b8c6057db933ca79491253505ac5:33:3"
" иман уджем ястерт ,ястеьв ,тишыд ,тидоХ";"йынреЧ";"Ходит, дышит, вьется, трется между нами";"Черный";" ";"человечек с белыми глазами.";"З. Н. Гиппиус. «Ходит, дышит, вьется, трется между нами…» (1900-1918)";"З. Н. Гиппиус";"1869";"«Ходит, дышит, вьется, трется между нами…»";"1900-1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"5";"52";"Ходит, дышит, вьется, трется между нами Черный человечек с белыми глазами.";"424166dabf022f7d277157d0fe4df4c4:1:6"
" с кечеволеч йынреЧ иман уджем ястерт";"имылеб";"трется между нами Черный человечек с";"белыми";" ";"глазами.";"З. Н. Гиппиус. «Ходит, дышит, вьется, трется между нами…» (1900-1918)";"З. Н. Гиппиус";"1869";"«Ходит, дышит, вьется, трется между нами…»";"1900-1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"5";"52";"Ходит, дышит, вьется, трется между нами Черный человечек с белыми глазами.";"424166dabf022f7d277157d0fe4df4c4:1:9"
"";"йынреЧ";"";"Черный";" ";"ползунишка с белыми глазами, Пахнущий постелью";"З. Н. Гиппиус. «Ходит, дышит, вьется, трется между нами…» (1900-1918)";"З. Н. Гиппиус";"1869";"«Ходит, дышит, вьется, трется между нами…»";"1900-1918";"художественная";"";"";"";"2006";"книга";"омонимия не снята";"";"5";"52";"Черный ползунишка с белыми глазами, Пахнущий постелью, мясом и духами, Жертвочек ты ищешь, ловишь в водах мутных, Любишь одиноких деток перепутных.19??";"424166dabf022f7d277157d0fe4df4c4:4:0"
