"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Audience_age";"Sentences";"Words";"Full context";"Example source"
" ан лесирп И йытунхолопсв барк яслакбаракаЗ";"йоначсеп";"Закарабкался краб всполохнутый И присел на";"песчаной";" ";"мели.";"А. А. Блок. Соловьиный сад  («Я ломаю слоистые скалы…») (06.01.1914-14.10.1915)";"А. А. Блок";"1880";"Соловьиный сад  («Я ломаю слоистые скалы…»)";"06.01.1914-14.10.1915";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"58";"685";"И оттуда, где серые спруты Покачнулись в лазурной щели, Закарабкался краб всполохнутый И присел на песчаной мели.";"7624c484b7ae93f55e4bd20ccea9c93e:55:15"
" яакат ― ьдярп атЭ";"яатолоз";"Эта прядь ― такая";"золотая";" ";"Разве не от старого огня? ―";"А. А. Блок. Перед судом  («Что же ты потупилась в смущеньи?..») (11.10.1915)";"А. А. Блок";"1880";"Перед судом  («Что же ты потупилась в смущеньи?..»)";"11.10.1915";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"15";"181";"Эта прядь ― такая золотая Разве не от старого огня? ―";"2015f28dc603f14f0087189ece8a5c00:13:3"
" В";"еолксут";"В";"тусклое";" ";"это житье Очарованье свое Вносишь ты";"А. А. Блок. «Пусть я и жил, не любя…» (08.10.1915)";"А. А. Блок";"1880";"«Пусть я и жил, не любя…»";"08.10.1915";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"7";"81";"В тусклое это житье Очарованье свое Вносишь ты, даже в разлуке!";"e7eab21dcf0068c7ac2235321c61e472:2:1"
" и мотсуп ,емоД меом моконидо в";"мондолох";"в одиноком моем Доме, пустом и";"холодном";", ";"В сне, никогда не свободном, Снится";"А. А. Блок. «Пусть я и жил, не любя…» (08.10.1915)";"А. А. Блок";"1880";"«Пусть я и жил, не любя…»";"08.10.1915";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"7";"81";"И в одиноком моем Доме, пустом и холодном, В сне, никогда не свободном, Снится мне брошенный дом.";"e7eab21dcf0068c7ac2235321c61e472:3:7"
" ,нО";"ондолох";"Он,";"холодно";" ";"пожав плечами, Сказал: «Они нужнее вам».";"А. А. Блок. Женщина  («Да, я изведала все муки…») (1914)";"А. А. Блок";"1880";"Женщина  («Да, я изведала все муки…»)";"1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"24";"198";"Он, холодно пожав плечами, Сказал: «Они нужнее вам».";"7308187be7fbe5cfdd4fdc217897617e:21:1"
" йотэ инзиж йовижл ― окьлот оН";"анямуР";"Но только ― лживой жизни этой";"Румяна";" ";"жирные сотри, Как боязливый крот, от";"А. А. Блок. «Да. Так диктует вдохновенье…» [Ямбы, 9] (1911-1914)";"А. А. Блок";"1880";"«Да. Так диктует вдохновенье…»";"1911-1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"7";"107";"Но только ― лживой жизни этой Румяна жирные сотри, Как боязливый крот, от света Заройся в землю ― там замри, Всю жизнь жестоко ненавидя И презирая этот свет, Пускай грядущего не видя, ― Дням настоящим молвив: нет!   Сентябрь 1911- 7 февраля 1914";"f004ebe501622a5a5ba53cf9dedb2d9a:6:5"
" ́алапС йоннос етхуб йешан В ";"яанелез";"В нашей бухте сонной Спала́";"зеленая";" ";"вода, Когда кильватерной колонной Вошли военные";"А. А. Блок. «Ты помнишь? В нашей бухте сонной…» (1911-1914)";"А. А. Блок";"1880";"«Ты помнишь? В нашей бухте сонной…»";"1911-1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"10";"103";"В нашей бухте сонной Спала́ зеленая вода, Когда кильватерной колонной Вошли военные суда.";"e52d489263b796c1e1fb8823c0a54091:1:5"
" ― ерытеЧ";"хырес";"Четыре ―";"серых";". ";"";"А. А. Блок. «Ты помнишь? В нашей бухте сонной…» (1911-1914)";"А. А. Блок";"1880";"«Ты помнишь? В нашей бухте сонной…»";"1911-1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"10";"103";"Четыре ― серых.  И вопросы Нас волновали битый час, И загорелые матросы Ходили важно мимо нас.";"e52d489263b796c1e1fb8823c0a54091:2:1"
" в мыннатукаЗ ,мыннартс тенатсдерп ьтяпо рим";"йонтевц";"мир опять предстанет странным, Закутанным в";"цветной";" ";"туман!   1911 ― 6 февраля 1914 Aber’ Wrach, Finistere";"А. А. Блок. «Ты помнишь? В нашей бухте сонной…» (1911-1914)";"А. А. Блок";"1880";"«Ты помнишь? В нашей бухте сонной…»";"1911-1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"10";"103";"Случайно на ноже карманном Найди пылинку дальних стран ― И мир опять предстанет странным, Закутанным в цветной туман!   1911 ― 6 февраля 1914 Aber’ Wrach, Finistere";"e52d489263b796c1e1fb8823c0a54091:9:15"
" ― ончот каТ ;тюлмерд илов ― евтсйокопсеб хи";"йынреч";"их беспокойстве ― воли дремлют; Так точно ―";"черный";" ";"бриллиант";"А. А. Блок. «В огне и холоде тревог …» [Ямбы, 12] (1910-1914)";"А. А. Блок";"1880";"«В огне и холоде тревог …»";"1910-1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"10";"110";"Сердца поэтов чутко внемлют, В их беспокойстве ― воли дремлют; Так точно ― черный бриллиант";"558b0c345e4c4dc0a5b12dceb406b866:8:11"
" даН";"йонреч";"Над";"черной";" ";"Вислой ― черный бред…";"А. А. Блок. «Когда мы встретились с тобой…» [Ямбы, 10] (1910-1914)";"А. А. Блок";"1880";"«Когда мы встретились с тобой…»";"1910-1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"7";"77";"Я помню: днем я был «поэт», А ночью (призрак жизни вольной!) ― Над черной Вислой ― черный бред…";"4cdfc9a52c6c928e0d57ad1e49920caa:3:1"
" ― йолсиВ йонреч даН";"йынреч";"Над черной Вислой ―";"черный";" ";"бред…";"А. А. Блок. «Когда мы встретились с тобой…» [Ямбы, 10] (1910-1914)";"А. А. Блок";"1880";"«Когда мы встретились с тобой…»";"1910-1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"7";"77";"Я помню: днем я был «поэт», А ночью (призрак жизни вольной!) ― Над черной Вислой ― черный бред…";"4cdfc9a52c6c928e0d57ad1e49920caa:3:3"
" ,ончукс каК";"ондолох";"Как скучно,";"холодно";" ";"и больно!";"А. А. Блок. «Когда мы встретились с тобой…» [Ямбы, 10] (1910-1914)";"А. А. Блок";"1880";"«Когда мы встретились с тобой…»";"1910-1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"7";"77";"Как скучно, холодно и больно! Когда б из памяти моей Я вычеркнуть имел бы право Сырой притон тоски твоей И скуки, мрачная Варшава!";"4cdfc9a52c6c928e0d57ad1e49920caa:4:2"
" ,тюавикутсоп икчулбаК ,моцвежурк с кечутраФ ,яавялтрев";"яанямуР";"вертлявая, Фартучек с кружевцом, Каблучки постукивают,";"Румяная";" ";"лицом.";"А. А. Блок. На пасхе  («В сапогах бутылками…») (1910-1914)";"А. А. Блок";"1880";"На пасхе  («В сапогах бутылками…»)";"1910-1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"5";"46";"На крыльце вертлявая, Фартучек с кружевцом, Каблучки постукивают, Румяная лицом.";"dba26fdf9913c7e720488236c0b42e77:2:8"
" ,я унатС ,йытымуен кижуМ ,я унатс";"яакьнелеб";"стану я, Мужик неумытый, Стану я,";"беленькая";", ";"Тебя целовать!   18 апреля 1910 ― май 1914";"А. А. Блок. На пасхе  («В сапогах бутылками…») (1910-1914)";"А. А. Блок";"1880";"На пасхе  («В сапогах бутылками…»)";"1910-1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"5";"46";"Вот еще, стану я, Мужик неумытый, Стану я, беленькая, Тебя целовать!   18 апреля 1910 ― май 1914";"dba26fdf9913c7e720488236c0b42e77:4:8"
" В";"мобулог";"В";"голубом";" ";"морозном своде Так приплюснут диск больной";"А. А. Блок. «Поглядите, вот бессильный…» [Жизнь моего приятеля, 2] (30.12.1914)";"А. А. Блок";"1880";"«Поглядите, вот бессильный…»";"30.12.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"6";"63";"В голубом морозном своде Так приплюснут диск больной, Заплевавший всё в природе Нестерпимой желтизной.";"9e1f912084703d05a99ab5966f546e38:2:1"
" С ьсалунбылу ьретам яьжоБ";"огонсарк";"Божья матерь улыбнулась С";"красного";" ";"угла.";"А. А. Блок. «Распушилась, раскачнулась…» (25.12.1914)";"А. А. Блок";"1880";"«Распушилась, раскачнулась…»";"25.12.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"7";"59";"Распушилась, раскачнулась Под окном ветла. Божья матерь улыбнулась С красного угла. Отложила молодица Зимнюю кудель…";"8ab82a0c6c621152ad8f69c1a00f75d6:1:4"
" юокер дан яслитурксаР";"йынсарК";"Раскрутился над рекою";"Красный";" ";"сарафан, Счастьем, удалью, тоскою Задышал туман.";"А. А. Блок. «Распушилась, раскачнулась…» (25.12.1914)";"А. А. Блок";"1880";"«Распушилась, раскачнулась…»";"25.12.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"7";"59";"Раскрутился над рекою Красный сарафан, Счастьем, удалью, тоскою Задышал туман.";"8ab82a0c6c621152ad8f69c1a00f75d6:4:3"
" ьсилатчемирп мижохорп А ,акталп икичноК ьсилатемаз";"хылА";"заметались Кончики платка, А прохожим примечтались";"Алых";" ";"два цветка.";"А. А. Блок. «Распушилась, раскачнулась…» (25.12.1914)";"А. А. Блок";"1880";"«Распушилась, раскачнулась…»";"25.12.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"7";"59";"И под ветром заметались Кончики платка, А прохожим примечтались Алых два цветка.";"8ab82a0c6c621152ad8f69c1a00f75d6:5:9"
" в тидову ,тедеВ ,язовкс яьняачто маныС";"еобулог";"Сынам отчаянья сквозя, Ведет, уводит в";"голубое";" ";"Едва приметная стезя.  3 декабря 1914";"А. А. Блок. «Он занесен — сей жезл железный …» (03.12.1914)";"А. А. Блок";"1880";"«Он занесен — сей жезл железный …»";"03.12.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"4";"47";"И сквозь круженье вихревое, Сынам отчаянья сквозя, Ведет, уводит в голубое Едва приметная стезя.  3 декабря 1914";"2c0f509b3f7100ae76f92a74eff1b49b:3:10"
" ладерп ен Я ";"еолеб";"Я не предал";"белое";" ";"знамя, Оглушенный криком врагов, Ты прошла";"А. А. Блок. «Я не предал белое знамя…» (03.12.1914)";"А. А. Блок";"1880";"«Я не предал белое знамя…»";"03.12.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"6";"75";"Я не предал белое знамя, Оглушенный криком врагов, Ты прошла ночными путями, Мы с тобой ― одни у валов.";"3f674cc3be10d804330bd9b782c5bf72:0:3"
" каТ амеелфиВ адзевз тирог И";"олтевс";"И горит звезда Вифлеема Так";"светло";", ";"как любовь моя.  3 декабря 1914";"А. А. Блок. «Я не предал белое знамя…» (03.12.1914)";"А. А. Блок";"1880";"«Я не предал белое знамя…»";"03.12.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"6";"75";"И горит звезда Вифлеема Так светло, как любовь моя.  3 декабря 1914";"3f674cc3be10d804330bd9b782c5bf72:5:5"
" дан И";"юонйокопс";"И над";"спокойною";" ";"рекой В тумане теплом и глубоком";"А. А. Блок. Антверпен  («Пусть это время далеко…») (05.10.1914)";"А. А. Блок";"1880";"Антверпен  («Пусть это время далеко…»)";"05.10.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"9";"107";"И над спокойною рекой В тумане теплом и глубоком, Как взор фламандки молодой, Нет счета мачтам, верфям, докам, И пахнет снастью и смолой.";"cc7a2116c8218b7ecc21c5f1bbba1c47:4:2"
" енамут В йокер юонйокопс дан И";"молпет";"И над спокойною рекой В тумане";"теплом";" ";"и глубоком, Как взор фламандки молодой";"А. А. Блок. Антверпен  («Пусть это время далеко…») (05.10.1914)";"А. А. Блок";"1880";"Антверпен  («Пусть это время далеко…»)";"05.10.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"9";"107";"И над спокойною рекой В тумане теплом и глубоком, Как взор фламандки молодой, Нет счета мачтам, верфям, докам, И пахнет снастью и смолой.";"cc7a2116c8218b7ecc21c5f1bbba1c47:4:6"
" В ьсидялг вокев улгм ов ― ыт";"монйокопс";"ты ― во мглу веков глядись В";"спокойном";" ";"городском музее: Там царствует Квентин Массис";"А. А. Блок. Антверпен  («Пусть это время далеко…») (05.10.1914)";"А. А. Блок";"1880";"Антверпен  («Пусть это время далеко…»)";"05.10.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"9";"107";"А ты ― во мглу веков глядись В спокойном городском музее: Там царствует Квентин Массис; Там в складки платья Саломеи Цветы из золота вплелись…";"cc7a2116c8218b7ecc21c5f1bbba1c47:6:7"
" доп И ,лагимаз ьраноф ,ьсишвунчаксаР ,тсил";"юонреч";"лист, Раскачнувшись, фонарь замигал, И под";"черною";" ";"тучей веселый горнист Заиграл к отправленью";"А. А. Блок. «Петроградское небо мутилось дождем…» (01.09.1914)";"А. А. Блок";"1880";"«Петроградское небо мутилось дождем…»";"01.09.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"13";"167";"Вдруг под ветром взлетел опадающий лист, Раскачнувшись, фонарь замигал, И под черною тучей веселый горнист Заиграл к отправленью сигнал.";"f82599fc02546a1001d28e9c67958806:5:11"
" хесв ыт алыБ ";"ечря";"Была ты всех";"ярче";", ";"верней и прелестней, Не кляни же";"А. А. Блок. «Была ты всех ярче, верней и прелестней…» (31.08.1914)";"А. А. Блок";"1880";"«Была ты всех ярче, верней и прелестней…»";"31.08.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"4";"36";"Была ты всех ярче, верней и прелестней, Не кляни же меня, не кляни!";"ac3cecf55da7e51c007374fb102bcd64:0:3"
" йосарк тюяис тоВ ,алевцсар акур юьтсик";"йонженсолеб";"кистью рука расцвела, Вот сияют красой";"белоснежной";" ";"Два небесных, два легких крыла…";"А. А. Блок. «Разлетясь по всему небосклону…» (31.08.1914)";"А. А. Блок";"1880";"«Разлетясь по всему небосклону…»";"31.08.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"5";"53";"Вот я вычертил лик ее нежный, Вот под кистью рука расцвела, Вот сияют красой белоснежной Два небесных, два легких крыла…";"55f798c6bc527b7e8c0760f75969fa98:2:14"
" ытевсто еынсаркенгО";"ечря";"Огнекрасные отсветы";"ярче";" ";"На суровом моем полотне…";"А. А. Блок. «Разлетясь по всему небосклону…» (31.08.1914)";"А. А. Блок";"1880";"«Разлетясь по всему небосклону…»";"31.08.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"5";"53";"Огнекрасные отсветы ярче На суровом моем полотне…";"55f798c6bc527b7e8c0760f75969fa98:3:2"
" аН ечря ытевсто еынсаркенгО";"моворус";"Огнекрасные отсветы ярче На";"суровом";" ";"моем полотне…";"А. А. Блок. «Разлетясь по всему небосклону…» (31.08.1914)";"А. А. Блок";"1880";"«Разлетясь по всему небосклону…»";"31.08.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"5";"53";"Огнекрасные отсветы ярче На суровом моем полотне…";"55f798c6bc527b7e8c0760f75969fa98:3:4"
" солоВ";"юунновреч";"Волос";"червонную";" ";"руду И голоса грудные звуки.";"А. А. Блок. «Я помню нежность ваших плеч …» (01.07.1914)";"А. А. Блок";"1880";"«Я помню нежность ваших плеч …»";"01.07.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"5";"51";"Волос червонную руду И голоса грудные звуки.";"2fe7b7c208f49bcc6349503926422e3e:2:1"
" инериС";"йонмет";"Сирени";"темной";" ";"в час разлуки Пятиконечную звезду.";"А. А. Блок. «Я помню нежность ваших плеч …» (01.07.1914)";"А. А. Блок";"1880";"«Я помню нежность ваших плеч …»";"01.07.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"5";"51";"Сирени темной в час разлуки Пятиконечную звезду.";"2fe7b7c208f49bcc6349503926422e3e:3:1"
" мокшилС угзом в ястюьбаз онйуБ";"еылтевс";"Буйно забьются в мозгу Слишком";"светлые";" ";"мысли…";"А. А. Блок. «День проходил, как всегда…» [Жизнь моего приятеля, 6] (24.05.1914)";"А. А. Блок";"1880";"«День проходил, как всегда…»";"24.05.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"19";"222";"Буйно забьются в мозгу Слишком светлые мысли…";"12d5ce0af6f46f603148396817dad339:17:5"
"";"йынмеТ";"";"Темный";" ";"рыцарь, не подняв забрала, Жадно рвется";"А. А. Блок. Королевна  («Не было и нет во всей подлунной…») (28.11.1908-16.05.1914)";"А. А. Блок";"1880";"Королевна  («Не было и нет во всей подлунной…»)";"28.11.1908-16.05.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"9";"98";"Темный рыцарь, не подняв забрала, Жадно рвется в бой; То она его на смерть послала Белоснежною рукой.";"651c2e6655396945a224f13c06a322db:5:0"
" алалсоп ьтремс ан оге ано оТ";"юонженсолеБ";"То она его на смерть послала";"Белоснежною";" ";"рукой.";"А. А. Блок. Королевна  («Не было и нет во всей подлунной…») (28.11.1908-16.05.1914)";"А. А. Блок";"1880";"Королевна  («Не было и нет во всей подлунной…»)";"28.11.1908-16.05.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"9";"98";"Темный рыцарь, не подняв забрала, Жадно рвется в бой; То она его на смерть послала Белоснежною рукой.";"651c2e6655396945a224f13c06a322db:5:15"
" с ,андо адгок ,оН";"йондолох";"Но, когда одна, с";"холодной";" ";"башни Всё глядит она На поля";"А. А. Блок. Королевна  («Не было и нет во всей подлунной…») (28.11.1908-16.05.1914)";"А. А. Блок";"1880";"Королевна  («Не было и нет во всей подлунной…»)";"28.11.1908-16.05.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"9";"98";"Но, когда одна, с холодной башни Всё глядит она На поля, леса, озера, пашни Из высокого окна.";"651c2e6655396945a224f13c06a322db:6:4"
" с ― ано тоВ";"мыньлатсурх";"Вот она ― с";"хрустальным";" ";"звоном Преисполнила надежды, Светлым кругом обвела.";"А. А. Блок. Последнее напутствие  («Боль проходит понемногу…») (14.05.1914)";"А. А. Блок";"1880";"Последнее напутствие  («Боль проходит понемногу…»)";"14.05.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"18";"181";"Вот она ― с хрустальным звоном Преисполнила надежды, Светлым кругом обвела.";"d5faa2c461ff0ecbe059589b6ffea28b:5:3"
" ,ыджедан алинлопсиерП моновз мыньлатсурх с ― ано";"мылтевС";"она ― с хрустальным звоном Преисполнила надежды,";"Светлым";" ";"кругом обвела.";"А. А. Блок. Последнее напутствие  («Боль проходит понемногу…») (14.05.1914)";"А. А. Блок";"1880";"Последнее напутствие  («Боль проходит понемногу…»)";"14.05.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"18";"181";"Вот она ― с хрустальным звоном Преисполнила надежды, Светлым кругом обвела.";"d5faa2c461ff0ecbe059589b6ffea28b:5:7"
" в речев тот в хартс йом";"монмет";"мой страх в тот вечер в";"темном";" ";"зале!";"А. А. Блок. «Нет, никогда моей, и ты ничьей не будешь…» (31.03.1914)";"А. А. Блок";"1880";"«Нет, никогда моей, и ты ничьей не будешь…»";"31.03.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"13";"144";"Вот ― мой восторг, мой страх в тот вечер в темном зале!";"56d2acdc6ca6650578539a298247a8c5:5:9"
" ьшил ― ебет рим тотэ И ,тибро";"йынсарк";"орбит, И этот мир тебе ― лишь";"красный";" ";"облак дыма, Где что-то жжет, поет";"А. А. Блок. «Нет, никогда моей, и ты ничьей не будешь…» (31.03.1914)";"А. А. Блок";"1880";"«Нет, никогда моей, и ты ничьей не будешь…»";"31.03.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"13";"144";"Сама себе закон ― летишь, летишь ты мимо, К созвездиям иным, не ведая орбит, И этот мир тебе ― лишь красный облак дыма, Где что-то жжет, поет, тревожит и горит!";"56d2acdc6ca6650578539a298247a8c5:8:18"
" ман от-огеч И ,ьлат яяннесев отэ";"оголтевс";"это весенняя таль, И чего-то нам";"светлого";" ";"жаль, Значит ― теплится где-то свеча, И";"А. А. Блок. «Вербы — это весенняя таль…» (30.03.1914)";"А. А. Блок";"1880";"«Вербы — это весенняя таль…»";"30.03.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"6";"66";"Вербы ― это весенняя таль, И чего-то нам светлого жаль, Значит ― теплится где-то свеча, И молитва моя горяча, И целую тебя я в плеча.";"93d966e5dec53b213592323d4fbb65d9:0:7"
" ― отЭ ,зор хитэ тевц енм нешартс";"яажыр";"страшен мне цвет этих роз, Это ―";"рыжая";" ";"ночь твоих кос?";"А. А. Блок. «Вербы — это весенняя таль…» (30.03.1914)";"А. А. Блок";"1880";"«Вербы — это весенняя таль…»";"30.03.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"6";"66";"Розы ― страшен мне цвет этих роз, Это ― рыжая ночь твоих кос?";"93d966e5dec53b213592323d4fbb65d9:3:7"
" енм тенселБ ,гим ан еешвункревС ,ямалп";"имылеб";"пламя, Сверкнувшее на миг, Блеснет мне";"белыми";" ";"зубами Твой неотступный лик.";"А. А. Блок. «О да, любовь вольна, как птица…» (28.03.1914)";"А. А. Блок";"1880";"«О да, любовь вольна, как птица…»";"28.03.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"9";"133";"И в тихий час ночной, как пламя, Сверкнувшее на миг, Блеснет мне белыми зубами Твой неотступный лик.";"16c1f028bea30872ac6212792920dfc5:6:12"
" аЗ";"йеруб";"За";"бурей";" ";"жизни, за тревогой, За грустью всех";"А. А. Блок. «О да, любовь вольна, как птица…» (28.03.1914)";"А. А. Блок";"1880";"«О да, любовь вольна, как птица…»";"28.03.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"9";"133";"За бурей жизни, за тревогой, За грустью всех измен, ― Пусть эта мысль предстанет строгой, Простой и белой, как дорога, Как дальний путь, Кармен!   28 марта 1914";"16c1f028bea30872ac6212792920dfc5:8:1"
" и йотсорП ,йогортс тенатсдерп ьлсым атэ";"йолеб";"эта мысль предстанет строгой, Простой и";"белой";", ";"как дорога, Как дальний путь, Кармен!   28 марта 1914";"А. А. Блок. «О да, любовь вольна, как птица…» (28.03.1914)";"А. А. Блок";"1880";"«О да, любовь вольна, как птица…»";"28.03.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"9";"133";"За бурей жизни, за тревогой, За грустью всех измен, ― Пусть эта мысль предстанет строгой, Простой и белой, как дорога, Как дальний путь, Кармен!   28 марта 1914";"16c1f028bea30872ac6212792920dfc5:8:16"
" йеом В анмиг оготыбаз кувзто как";"йонреч";"как отзвук забытого гимна В моей";"черной";" ";"и дикой судьбе.";"А. А. Блок. «Ты — как отзвук забытого гимна…» (28.03.1914)";"А. А. Блок";"1880";"«Ты — как отзвук забытого гимна…»";"28.03.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"7";"119";"Ты ― как отзвук забытого гимна В моей черной и дикой судьбе.";"e649b597b0cae7426d8ead58e127cb7c:0:7"
" ,йарк йовс йымидор йымибюл И йичугж";"йиниС";"жгучий И любимый родимый свой край,";"Синий";", ";"синий, певучий, певучий, Неподвижно-блаженный, как";"А. А. Блок. «Ты — как отзвук забытого гимна…» (28.03.1914)";"А. А. Блок";"1880";"«Ты — как отзвук забытого гимна…»";"28.03.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"7";"119";"Видишь день беззакатный и жгучий И любимый родимый свой край, Синий, синий, певучий, певучий, Неподвижно-блаженный, как рай.";"e649b597b0cae7426d8ead58e127cb7c:5:10"
" ,йиниС ,йарк йовс йымидор йымибюл И";"йинис";"И любимый родимый свой край, Синий,";"синий";", ";"певучий, певучий, Неподвижно-блаженный, как рай.";"А. А. Блок. «Ты — как отзвук забытого гимна…» (28.03.1914)";"А. А. Блок";"1880";"«Ты — как отзвук забытого гимна…»";"28.03.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"7";"119";"Видишь день беззакатный и жгучий И любимый родимый свой край, Синий, синий, певучий, певучий, Неподвижно-блаженный, как рай.";"e649b597b0cae7426d8ead58e127cb7c:5:11"
" хищашепС ,немраК вокиннолкоп идерС ";"юортсеп";"Среди поклонников Кармен, Спешащих";"пестрою";" ";"толпою, Ее зовущих за собою, Один";"А. А. Блок. «Среди поклонников Кармен…» (26.03.1914)";"А. А. Блок";"1880";"«Среди поклонников Кармен…»";"26.03.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"1";"54";"Среди поклонников Кармен, Спешащих пестрою толпою, Ее зовущих за собою, Один, как тень у серых стен Ночной таверны Лиллас-Пастья, Молчит и сумрачно глядит, Не ждет, не требует участья, Когда же бубен зазвучит И глухо зазвенят запястья, ― Он вспоминает дни весны, Он средь бушующих созвучий Глядит на стан ее певучий И видит творческие сны.";"48a3eaa3af134605c12680ed0360a013:0:4"
" у ьнет как ,нидО ,юобос аз";"хырес";"за собою, Один, как тень у";"серых";" ";"стен Ночной таверны Лиллас-Пастья, Молчит";"А. А. Блок. «Среди поклонников Кармен…» (26.03.1914)";"А. А. Блок";"1880";"«Среди поклонников Кармен…»";"26.03.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"1";"54";"Среди поклонников Кармен, Спешащих пестрою толпою, Ее зовущих за собою, Один, как тень у серых стен Ночной таверны Лиллас-Пастья, Молчит и сумрачно глядит, Не ждет, не требует участья, Когда же бубен зазвучит И глухо зазвенят запястья, ― Он вспоминает дни весны, Он средь бушующих созвучий Глядит на стан ее певучий И видит творческие сны.";"48a3eaa3af134605c12680ed0360a013:0:14"
" и тичлоМ ,яьтсаП-саллиЛ ынреват йончоН";"ончармус";"Ночной таверны Лиллас-Пастья, Молчит и";"сумрачно";" ";"глядит, Не ждет, не требует участья";"А. А. Блок. «Среди поклонников Кармен…» (26.03.1914)";"А. А. Блок";"1880";"«Среди поклонников Кармен…»";"26.03.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"1";"54";"Среди поклонников Кармен, Спешащих пестрою толпою, Ее зовущих за собою, Один, как тень у серых стен Ночной таверны Лиллас-Пастья, Молчит и сумрачно глядит, Не ждет, не требует участья, Когда же бубен зазвучит И глухо зазвенят запястья, ― Он вспоминает дни весны, Он средь бушующих созвучий Глядит на стан ее певучий И видит творческие сны.";"48a3eaa3af134605c12680ed0360a013:0:22"
" розв йытидреС ";"хынтевцсеб";"Сердитый взор";"бесцветных";" ";"глаз.";"А. А. Блок. «Сердитый взор бесцветных глаз…» (25.03.1914)";"А. А. Блок";"1880";"«Сердитый взор бесцветных глаз…»";"25.03.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"18";"174";"Сердитый взор бесцветных глаз. Их гордый вызов, их презренье.";"ca5b61cb098c7e302a61c4783d87d05f:0:2"
" киндургаН";"йынреч";"Нагрудник";"черный";" ";"близко, близко…";"А. А. Блок. «Сердитый взор бесцветных глаз…» (25.03.1914)";"А. А. Блок";"1880";"«Сердитый взор бесцветных глаз…»";"25.03.1914";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"18";"174";"Нельзя дышать. Нагрудник черный близко, близко…";"ca5b61cb098c7e302a61c4783d87d05f:6:1"
