"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Audience_age";"Sentences";"Words";"Full context";"Example source"
" ан омюргу тяртомС аробос огомен анко";"еолеб";"окна немого собора Смотрят угрюмо на";"белое";" ";"поле.";"В. Я. Брюсов. «Черные тени узорной решетки…» (1895)";"В. Я. Брюсов";"1873";"«Черные тени узорной решетки…»";"1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"13";"120";"Черные окна немого собора Смотрят угрюмо на белое поле.";"c451e9c6bc4d4e47f083dfab6e20fe2a:2:7"
" в ондуборпсеб ьшипС ,ароК акчотюлам ,ьшелмерд";"йондолох";"дремлешь, малюточка Кора, Спишь беспробудно в";"холодной";" ";"неволе!";"В. Я. Брюсов. «Черные тени узорной решетки…» (1895)";"В. Я. Брюсов";"1873";"«Черные тени узорной решетки…»";"1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"13";"120";"Здесь ты и дремлешь, малюточка Кора, Спишь беспробудно в холодной неволе!";"c451e9c6bc4d4e47f083dfab6e20fe2a:3:9"
" ,йеньлад ынидор йеовт ьчон я ужиВ";"еокрЯ";"Вижу я ночь твоей родины дальней,";"Яркое";" ";"небо, в пылающих звездах!";"В. Я. Брюсов. «Черные тени узорной решетки…» (1895)";"В. Я. Брюсов";"1873";"«Черные тени узорной решетки…»";"1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"13";"120";"Вижу я ночь твоей родины дальней, Яркое небо, в пылающих звездах!";"c451e9c6bc4d4e47f083dfab6e20fe2a:4:6"
" ― еигурд есВ ,сач йыньлетивтсйед лыб нидо";"еылкелбоп";"один был действительный час, Все другие ―";"поблеклые";" ";"списки!";"В. Я. Брюсов. В библиотеке  («Это было однажды... то было лишь раз…») (1895)";"В. Я. Брюсов";"1873";"В библиотеке  («Это было однажды... то было лишь раз…»)";"1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"14";"122";"Он один был действительный час, Все другие ― поблеклые списки!";"a045dcb3bf403ae6e45b2afcb8f3c688:4:7"
"";"еытситолоЗ";"";"Золотистые";" ";"тени подернули нас.";"В. Я. Брюсов. В библиотеке  («Это было однажды... то было лишь раз…») (1895)";"В. Я. Брюсов";"1873";"В библиотеке  («Это было однажды... то было лишь раз…»)";"1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"14";"122";"Уловив за ресницами проблески глаз, Мы боялись желанных объятий, Но бегущая стрелка замедлила час, Замерла на ночном циферблате. Золотистые тени подернули нас. Мы искали… мы смутно дышали, Мы стремились, бояся достигнуть… и час Прозвенел в отуманенной дали.";"a045dcb3bf403ae6e45b2afcb8f3c688:6:0"
"";"еытситолоЗ";"";"Золотистые";" ";"тени подернули нас…";"В. Я. Брюсов. В библиотеке  («Это было однажды... то было лишь раз…») (1895)";"В. Я. Брюсов";"1873";"В библиотеке  («Это было однажды... то было лишь раз…»)";"1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"14";"122";"Мы слетели во глубь отуманенных глаз, Мы дышали ответом объятий. Золотистые тени подернули нас… Ожиданья, томленья и муки, Разгоревшийся взор за туманом погас, И сплелись задрожавшие руки.  Март 1895";"a045dcb3bf403ae6e45b2afcb8f3c688:12:0"
" ан я лертомС ,вохуд хищямот ,хищяняьП";"йинис";"Пьянящих, томящих духов, Смотрел я на";"синий";" ";"альков, Мечтал о лесах криптомерий.";"В. Я. Брюсов. В ночной полумгле  («В ночной полумгле, в атмосфере…») (1895)";"В. Я. Брюсов";"1873";"В ночной полумгле  («В ночной полумгле, в атмосфере…»)";"1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"18";"88";"В ночной полумгле, в атмосфере Пьянящих, томящих духов, Смотрел я на синий альков, Мечтал о лесах криптомерий.";"7d135f5bf12720ca81d77a55d8197e6f:1:11"
" аз ьсиляноГ :йотохо або ьсилишет ыМ";"мыртсеп";"Мы тешились оба охотой: Гонялись за";"пестрым";" ";"дроздом.";"В. Я. Брюсов. В ночной полумгле  («В ночной полумгле, в атмосфере…») (1895)";"В. Я. Брюсов";"1873";"В ночной полумгле  («В ночной полумгле, в атмосфере…»)";"1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"18";"88";"Мы тешились оба охотой: Гонялись за пестрым дроздом.";"7d135f5bf12720ca81d77a55d8197e6f:3:6"
" вокьлА ― ";"йобулог";"― Альков";"голубой";" ";"Сменяет хвою криптомерий.  Февраль 1895";"В. Я. Брюсов. В ночной полумгле  («В ночной полумгле, в атмосфере…») (1895)";"В. Я. Брюсов";"1873";"В ночной полумгле  («В ночной полумгле, в атмосфере…»)";"1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"18";"88";"Мне страшно!»  ― Альков голубой Сменяет хвою криптомерий.  Февраль 1895";"7d135f5bf12720ca81d77a55d8197e6f:17:1"
" И ― хулсв тязерг ызерг мортУ ,ызор";"йындолох";"розы, Утром грезы грезят вслух ― И";"холодный";" ";"бог Спинозы Для меня и нем";"В. Я. Брюсов. Спинозианы  («Утром жадно пахнут розы…») (1895)";"В. Я. Брюсов";"1873";"Спинозианы  («Утром жадно пахнут розы…»)";"1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"5";"50";"Утром жадно пахнут розы, Утром грезы грезят вслух ― И холодный бог Спинозы Для меня и нем, и глух.";"f839beb77932a93bc0f82dc75cd3dd6a:1:9"
" ьвонв ястежак обеН";"мыбулог";"Небо кажется вновь";"голубым";", ";"И для взоров обычна луна, И";"В. Я. Брюсов. «Хорошо одному у окна!..» (05.01.1895)";"В. Я. Брюсов";"1873";"«Хорошо одному у окна!..»";"05.01.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"6";"70";"Небо кажется вновь голубым, И для взоров обычна луна, И сплетает опять тишина Вдохновенье с раздумьем святым.";"cc4e6d9a72d478beca0001d32550d979:1:3"
" утэ ьшинмоП";"юунрупруп";"Помнишь эту";"пурпурную";" ";"ночь?";"В. Я. Брюсов. С кометы  («Помнишь эту пурпурную ночь?..») (16.01.1895)";"В. Я. Брюсов";"1873";"С кометы  («Помнишь эту пурпурную ночь?..»)";"16.01.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"8";"95";"С КОМЕТЫ Помнишь эту пурпурную ночь? Серебрилась на небе Земля И Луна, ее старшая дочь.";"5189bb237cf7423b099385d4ba02a584:1:2"
" ан ынаекО елгм ов ындив онневтсвя";"йолтевс";"явственно видны во мгле Океаны на";"светлой";" ";"Земле, Цепи гор, и леса, и";"В. Я. Брюсов. С кометы  («Помнишь эту пурпурную ночь?..») (16.01.1895)";"В. Я. Брюсов";"1873";"С кометы  («Помнишь эту пурпурную ночь?..»)";"16.01.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"8";"95";"Были явственно видны во мгле Океаны на светлой Земле, Цепи гор, и леса, и поля.";"5189bb237cf7423b099385d4ba02a584:3:7"
" рим тотЭ";"отсирберес";"Этот мир";"серебристо";"-";"немой Ночь за ночью осветит; потом";"В. Я. Брюсов. С кометы  («Помнишь эту пурпурную ночь?..») (16.01.1895)";"В. Я. Брюсов";"1873";"С кометы  («Помнишь эту пурпурную ночь?..»)";"16.01.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"8";"95";"Этот мир серебристо-немой Ночь за ночью осветит; потом Будет гаснуть на небе ночном, И одни мы останемся вновь.";"5189bb237cf7423b099385d4ba02a584:5:2"
" у ьтсе огонМ";"хынрупруп";"Много есть у";"пурпурных";" ";"небес, ― О мой друг, о моя";"В. Я. Брюсов. С кометы  («Помнишь эту пурпурную ночь?..») (16.01.1895)";"В. Я. Брюсов";"1873";"С кометы  («Помнишь эту пурпурную ночь?..»)";"16.01.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"8";"95";"Много есть у пурпурных небес, ― О мой друг, о моя красота, ― И загадок, и тайн, и чудес.";"5189bb237cf7423b099385d4ba02a584:6:3"
" ,алет еиган юачертсв Я";"еыленисоП";"Я встречаю нагие тела,";"Посинелые";" ";"в рыхлом снегу, Я минуты убийств";"В. Я. Брюсов. Сумасшедший  («Чтоб меня не увидел никто…») (17.01.1895)";"В. Я. Брюсов";"1873";"Сумасшедший  («Чтоб меня не увидел никто…»)";"17.01.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"11";"96";"Я встречаю нагие тела, Посинелые в рыхлом снегу, Я минуты убийств стерегу И смеюсь беспощадно с угла.";"b4a9cfadf318ad23d38637311fddd7e8:2:4"
" в ледиву ябес гурдв И ,навид";"монреч";"диван, И вдруг себя увидел в";"черном";" ";"склепе.";"В. Я. Брюсов. В вертепе  («В сияющем изысканном вертепе…») (01.02.1895)";"В. Я. Брюсов";"1873";"В вертепе  («В сияющем изысканном вертепе…»)";"01.02.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"6";"76";"В сияющем изысканном вертепе, Под музыку, сулившую канкан, Я задремал, поникнув на диван, И вдруг себя увидел в черном склепе.";"8cea60809b79bcf9b16e63478e204255:1:18"
" тюахроП ,ызор тянам ,ынатшак тутевЦ";"еылтевс";"Цветут каштаны, манят розы, Порхают";"светлые";" ";"стрекозы, Над яркой роскошью куртин Бесстрастно";"В. Я. Брюсов. В магическом саду  («К скамье у мраморной цистерны…») (10.02.1895)";"В. Я. Брюсов";"1873";"В магическом саду  («К скамье у мраморной цистерны…»)";"10.02.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"20";"170";"Цветут каштаны, манят розы, Порхают светлые стрекозы, Над яркой роскошью куртин Бесстрастно дышит бальзамин.";"20e1ff59062a6b9fdd151628d82c8ccd:11:5"
" даН ,ызокертс еылтевс тюахроП ,ызор тянам";"йокря";"манят розы, Порхают светлые стрекозы, Над";"яркой";" ";"роскошью куртин Бесстрастно дышит бальзамин.";"В. Я. Брюсов. В магическом саду  («К скамье у мраморной цистерны…») (10.02.1895)";"В. Я. Брюсов";"1873";"В магическом саду  («К скамье у мраморной цистерны…»)";"10.02.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"20";"170";"Цветут каштаны, манят розы, Порхают светлые стрекозы, Над яркой роскошью куртин Бесстрастно дышит бальзамин.";"20e1ff59062a6b9fdd151628d82c8ccd:11:8"
" нотс йынтещт и ― ";"мындолоХ";"― и тщетный стон";"Холодным";" ";"эхо повторен.  10 февраля 1895";"В. Я. Брюсов. В магическом саду  («К скамье у мраморной цистерны…») (10.02.1895)";"В. Я. Брюсов";"1873";"В магическом саду  («К скамье у мраморной цистерны…»)";"10.02.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"20";"170";"воды!  ― и тщетный стон Холодным эхо повторен.  10 февраля 1895";"20e1ff59062a6b9fdd151628d82c8ccd:19:3"
" ястюавивС ";"еынделб";"Свиваются";"бледные";" ";"тени, Видения ночи беззвездной, И молча";"В. Я. Брюсов. «Свиваются бледные тени…» (18.02.1895)";"В. Я. Брюсов";"1873";"«Свиваются бледные тени…»";"18.02.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"8";"84";"Свиваются бледные тени, Видения ночи беззвездной, И молча над сумрачной бездной Качаются наши ступени.";"96e5d4161ec69330055f581f91b269c2:0:1"
" дан ачлом И ,йондзевззеб ичон яинедиВ";"йончармус";"Видения ночи беззвездной, И молча над";"сумрачной";" ";"бездной Качаются наши ступени.";"В. Я. Брюсов. «Свиваются бледные тени…» (18.02.1895)";"В. Я. Брюсов";"1873";"«Свиваются бледные тени…»";"18.02.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"8";"84";"Свиваются бледные тени, Видения ночи беззвездной, И молча над сумрачной бездной Качаются наши ступени.";"96e5d4161ec69330055f581f91b269c2:0:9"
"( сапаз йежур илаледС ,яьпок иливотогаз ыМ";"еынзярГ";"Мы заготовили копья, Сделали ружей запас (";"Грязные";" ";"снежные хлопья Пулями служат у нас).";"В. Я. Брюсов. Кучи свезенного снега  («Кучи свезенного снега…») (24.02.1895)";"В. Я. Брюсов";"1873";"Кучи свезенного снега  («Кучи свезенного снега…»)";"24.02.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"13";"120";"Мы заготовили копья, Сделали ружей запас (Грязные снежные хлопья Пулями служат у нас).";"2c0981acd57eca864e3266406024be74:9:6"
" еынзярГ( сапаз йежур илаледС ,яьпок иливотогаз";"еынженс";"заготовили копья, Сделали ружей запас (Грязные";"снежные";" ";"хлопья Пулями служат у нас).";"В. Я. Брюсов. Кучи свезенного снега  («Кучи свезенного снега…») (24.02.1895)";"В. Я. Брюсов";"1873";"Кучи свезенного снега  («Кучи свезенного снега…»)";"24.02.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"13";"120";"Мы заготовили копья, Сделали ружей запас (Грязные снежные хлопья Пулями служат у нас).";"2c0981acd57eca864e3266406024be74:9:7"
"";"еывотелоиФ";"";"Фиолетовые";" ";"руки На эмалевой стене Полусонно чертят";"В. Я. Брюсов. Творчество  («Тень несозданных созданий…») (01.03.1895)";"В. Я. Брюсов";"1873";"Творчество  («Тень несозданных созданий…»)";"01.03.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"8";"66";"Фиолетовые руки На эмалевой стене Полусонно чертят звуки В звонко-звучной тишине.";"ca07b5a1f69ecd895a3c7ba87c58458b:2:0"
" ирП ,иктселб онволс ,тюатсарыВ ,енишит йончувз";"йоверозал";"звучной тишине, Вырастают, словно блестки, При";"лазоревой";" ";"луне.";"В. Я. Брюсов. Творчество  («Тень несозданных созданий…») (01.03.1895)";"В. Я. Брюсов";"1873";"Творчество  («Тень несозданных созданий…»)";"01.03.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"8";"66";"В звонко-звучной тишине, Вырастают, словно блестки, При лазоревой луне.";"ca07b5a1f69ecd895a3c7ba87c58458b:4:8"
" ирП йыннежанбо цясем тидохсВ";"йоверозал";"Всходит месяц обнаженный При";"лазоревой";" ";"луне…";"В. Я. Брюсов. Творчество  («Тень несозданных созданий…») (01.03.1895)";"В. Я. Брюсов";"1873";"Творчество  («Тень несозданных созданий…»)";"01.03.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"8";"66";"Всходит месяц обнаженный При лазоревой луне… Звуки реют полусонно, Звуки ластятся ко мне.";"ca07b5a1f69ecd895a3c7ba87c58458b:5:4"
" йодзевз ыт ";"йотсирберес";"ты звездой";"серебристой";" ";"Заблестел над тропинкой росистой, Ты внушил";"В. Я. Брюсов. На смерть И. Лялечкина  («Набегают вечерние тени…») (02.03.1895)";"В. Я. Брюсов";"1873";"На смерть И. Лялечкина  («Набегают вечерние тени…»)";"02.03.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"12";"89";"ты звездой серебристой Заблестел над тропинкой росистой, Ты внушил нам ненужные грезы!";"478cc98631cc19716a05def0a10088be:7:2"
" йодзевз ыт ";"йотсирберес";"ты звездой";"серебристой";" ";"Заблестел на ночном небосклоне, Но предтечей";"В. Я. Брюсов. На смерть И. Лялечкина  («Набегают вечерние тени…») (02.03.1895)";"В. Я. Брюсов";"1873";"На смерть И. Лялечкина  («Набегают вечерние тени…»)";"02.03.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"12";"89";"ты звездой серебристой Заблестел на ночном небосклоне, Но предтечей безвестных гармоний Закатился за далью росистой.";"478cc98631cc19716a05def0a10088be:9:2"
"";"еонреЧ";"";"Черное";" ";"море голов колыхается, Как живое чудовище";"В. Я. Брюсов. Три свидания  («Черное море голов колыхается…») (06.03.1895-07.03.1895)";"В. Я. Брюсов";"1873";"Три свидания  («Черное море голов колыхается…»)";"06.03.1895-07.03.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"43";"322";"Черное море голов колыхается, Как живое чудовище, С проходящими блестками Красных шапочек, Голубеньких шарфов, Эполетов ярко-серебряных, Живет, колыхается.";"892221e59cccf677bc1e6a85a8eae69b:2:0"
" имактселб имищядохорп С ,ещиводуч еовиж каК";"хынсарК";"Как живое чудовище, С проходящими блестками";"Красных";" ";"шапочек, Голубеньких шарфов, Эполетов ярко-серебряных";"В. Я. Брюсов. Три свидания  («Черное море голов колыхается…») (06.03.1895-07.03.1895)";"В. Я. Брюсов";"1873";"Три свидания  («Черное море голов колыхается…»)";"06.03.1895-07.03.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"43";"322";"Черное море голов колыхается, Как живое чудовище, С проходящими блестками Красных шапочек, Голубеньких шарфов, Эполетов ярко-серебряных, Живет, колыхается.";"892221e59cccf677bc1e6a85a8eae69b:2:10"
" ,кечопаш хынсарК имактселб имищядохорп С ,ещиводуч";"хикьнебулоГ";"чудовище, С проходящими блестками Красных шапочек,";"Голубеньких";" ";"шарфов, Эполетов ярко-серебряных, Живет, колыхается.";"В. Я. Брюсов. Три свидания  («Черное море голов колыхается…») (06.03.1895-07.03.1895)";"В. Я. Брюсов";"1873";"Три свидания  («Черное море голов колыхается…»)";"06.03.1895-07.03.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"43";"322";"Черное море голов колыхается, Как живое чудовище, С проходящими блестками Красных шапочек, Голубеньких шарфов, Эполетов ярко-серебряных, Живет, колыхается.";"892221e59cccf677bc1e6a85a8eae69b:2:12"
" вотелопЭ ,вофраш хикьнебулоГ ,кечопаш хынсарК имактселб";"окря";"блестками Красных шапочек, Голубеньких шарфов, Эполетов";"ярко";"-";"серебряных, Живет, колыхается.";"В. Я. Брюсов. Три свидания  («Черное море голов колыхается…») (06.03.1895-07.03.1895)";"В. Я. Брюсов";"1873";"Три свидания  («Черное море голов колыхается…»)";"06.03.1895-07.03.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"43";"322";"Черное море голов колыхается, Как живое чудовище, С проходящими блестками Красных шапочек, Голубеньких шарфов, Эполетов ярко-серебряных, Живет, колыхается.";"892221e59cccf677bc1e6a85a8eae69b:2:15"
" адзеъдоп У ,овилтсачс ясменатссар ыМ";"огондолох";"Мы расстанемся счастливо, У подъезда";"холодного";" ";"дома, Морозною ночью.";"В. Я. Брюсов. Три свидания  («Черное море голов колыхается…») (06.03.1895-07.03.1895)";"В. Я. Брюсов";"1873";"Три свидания  («Черное море голов колыхается…»)";"06.03.1895-07.03.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"43";"322";"Мы расстанемся счастливо, У подъезда холодного дома, Морозною ночью.";"892221e59cccf677bc1e6a85a8eae69b:19:5"
" оП ,яапутс онжоротсо ,ьшедйоП ,ценокан ,мотоп";"мынмет";"потом, наконец, Пойдешь, осторожно ступая, По";"темным";" ";"ступеням.";"В. Я. Брюсов. Три свидания  («Черное море голов колыхается…») (06.03.1895-07.03.1895)";"В. Я. Брюсов";"1873";"Три свидания  («Черное море голов колыхается…»)";"06.03.1895-07.03.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"43";"322";"Из моих объятий ты выскользнешь, И вернешься опять, и опять убежишь, И потом, наконец, Пойдешь, осторожно ступая, По темным ступеням.";"892221e59cccf677bc1e6a85a8eae69b:20:18"
" ;ынсев йеннар долоХ";"яанмеТ";"Холод ранней весны;";"Темная";" ";"даль с огоньками; Сзади – свет, голоса";"В. Я. Брюсов. Три свидания  («Черное море голов колыхается…») (06.03.1895-07.03.1895)";"В. Я. Брюсов";"1873";"Три свидания  («Черное море голов колыхается…»)";"06.03.1895-07.03.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"43";"322";"Холод ранней весны; Темная даль с огоньками; Сзади – свет, голоса; впереди ― Путь, во мрак убегающий.";"892221e59cccf677bc1e6a85a8eae69b:27:3"
" алунредаз обеН ";"яанделб";"Небо задернула";"бледная";" ";"пленка, Солнце мигает, и солнце бледно…";"В. Я. Брюсов. «Небо задернула бледная пленка…» (01.05.1895)";"В. Я. Брюсов";"1873";"«Небо задернула бледная пленка…»";"01.05.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"9";"64";"Небо задернула бледная пленка, Солнце мигает, и солнце бледно…";"8d3b033099e0de314fceaeec003b7d06:0:2"
" ецнлос и ,теагим ецнлоС ,акнелп яанделб";"онделб";"бледная пленка, Солнце мигает, и солнце";"бледно";"…  ";"";"В. Я. Брюсов. «Небо задернула бледная пленка…» (01.05.1895)";"В. Я. Брюсов";"1873";"«Небо задернула бледная пленка…»";"01.05.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"9";"64";"Небо задернула бледная пленка, Солнце мигает, и солнце бледно…";"8d3b033099e0de314fceaeec003b7d06:0:8"
" как ,еинеджуборп оН ― енс ов тен";"яанделБ";"нет во сне ― Но пробуждение, как";"Бледная";" ";"Угроза, Приникло медленно ко мне.";"В. Я. Брюсов. «Вся жизнь моя — бесформенная греза…» (18.05.1895)";"В. Я. Брюсов";"1873";"«Вся жизнь моя — бесформенная греза…»";"18.05.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"2";"53";"Вся жизнь моя ― бесформенная греза, И правды нет в бреду, и смысла нет во сне ― Но пробуждение, как Бледная Угроза, Приникло медленно ко мне.";"f943f67b26e25bc047fb263ccf46dc63:0:18"
" дерп гим йывреп в еж тут";"микря";"тут же в первый миг пред";"ярким";" ";"светом дня Смущенные поникнут взоры.  18 мая 1895";"В. Я. Брюсов. «Вся жизнь моя — бесформенная греза…» (18.05.1895)";"В. Я. Брюсов";"1873";"«Вся жизнь моя — бесформенная греза…»";"18.05.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"2";"53";"Я чувствую сквозь сон, что вот взовьются шторы, Вот брызнет свет в окно и позовет меня, И тут же в первый миг пред ярким светом дня Смущенные поникнут взоры.  18 мая 1895";"f943f67b26e25bc047fb263ccf46dc63:1:23"
" юежутс йенмиз доП ьвобюл яянтел яалыБ";"алкелбоп";"Былая летняя любовь Под зимней стужею";"поблекла";".  ";"";"В. Я. Брюсов. Ранняя весна  («Темнеет. Тонкая луна…») (18.05.1895)";"В. Я. Брюсов";"1873";"Ранняя весна  («Темнеет. Тонкая луна…»)";"18.05.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"8";"72";"Былая летняя любовь Под зимней стужею поблекла.";"7aa4daa1a5444f5dc88a3859ed5b21bc:6:6"
" у ,комаз ,ипиркС";"огонреч";"Скрипи, замок, у";"черного";" ";"порога, Звените вы, ручные кандалы.";"В. Я. Брюсов. «На самом дне мучительной темницы…» (22.05.1895)";"В. Я. Брюсов";"1873";"«На самом дне мучительной темницы…»";"22.05.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"5";"79";"Скрипи, замок, у черного порога, Звените вы, ручные кандалы.";"a66064ebd45a4677b380cbc7e4f5fb7f:3:3"
" и ындобовс ― ытчем йонм оС ,ылгм";"ылтевс";"мглы, Со мной мечты ― свободны и";"светлы";", ― ";"И выше я людей, царей и";"В. Я. Брюсов. «На самом дне мучительной темницы…» (22.05.1895)";"В. Я. Брюсов";"1873";"«На самом дне мучительной темницы…»";"22.05.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"5";"79";"Со мной мой свет ― среди бессменной мглы, Со мной мечты ― свободны и светлы, ― И выше я людей, царей и бога!   22 мая 1895";"a66064ebd45a4677b380cbc7e4f5fb7f:4:12"
" монко доп омярп и ― лисагоп укчевс";"йытавонелеЗ";"свечку погасил ― и прямо под окном";"Зеленоватый";" ";"свет означил арабески, И тень черемухи";"В. Я. Брюсов. «Я свечку погасил — и прямо под окном…» (24.05.1895)";"В. Я. Брюсов";"1873";"«Я свечку погасил — и прямо под окном…»";"24.05.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"";"71";"Я свечку погасил ― и прямо под окном Зеленоватый свет означил арабески, И тень черемухи легла на занавески, И проза комнаты сменилась волшебством.";"742095378c4357084700e1fbdc634102:0:7"
" оН";"яанделб";"Но";"бледная";" ";"луна не слышит этих слов, Она";"В. Я. Брюсов. «Я свечку погасил — и прямо под окном…» (24.05.1895)";"В. Я. Брюсов";"1873";"«Я свечку погасил — и прямо под окном…»";"24.05.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"";"71";"Но бледная луна не слышит этих слов, Она не для людей рисует арабески И гордо тайная, плывет в волшебном блеске, Сама полна мечты, сама в истоме снов.  24 мая 1895";"742095378c4357084700e1fbdc634102:2:1"
" имавкуб И ,атенос юьтсонйортс и мен";"йонйокопс";"нем и стройностью сонета, И буквами";"спокойной";" ";"красоты!   6 июня 1895";"В. Я. Брюсов. Сонет к форме  («Есть тонкие властительные связи…») (06.06.1895)";"В. Я. Брюсов";"1873";"Сонет к форме  («Есть тонкие властительные связи…»)";"06.06.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"6";"74";"Пускай мой друг, разрезав том поэта, Упьется в нем и стройностью сонета, И буквами спокойной красоты!   6 июня 1895";"c7349d6ef2832c42f377bff15c0ef7b6:5:14"
" ,асуартс огещяпс акмас онволс ,авксоМ телмерД";"еынзярГ";"Дремлет Москва, словно самка спящего страуса,";"Грязные";" ";"крылья по темной почве раскинуты.";"В. Я. Брюсов. Ночью  («Дремлет Москва, словно самка спящего страуса…») (20.06.1895)";"В. Я. Брюсов";"1873";"Ночью  («Дремлет Москва, словно самка спящего страуса…»)";"20.06.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"11";"76";"Дремлет Москва, словно самка спящего страуса, Грязные крылья по темной почве раскинуты.";"f04152b03ab95927c4e8002eca456d67:1:6"
" оп яьлырк еынзярГ ,асуартс огещяпс акмас";"йонмет";"самка спящего страуса, Грязные крылья по";"темной";" ";"почве раскинуты.";"В. Я. Брюсов. Ночью  («Дремлет Москва, словно самка спящего страуса…») (20.06.1895)";"В. Я. Брюсов";"1873";"Ночью  («Дремлет Москва, словно самка спящего страуса…»)";"20.06.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"11";"76";"Дремлет Москва, словно самка спящего страуса, Грязные крылья по темной почве раскинуты.";"f04152b03ab95927c4e8002eca456d67:1:9"
" ,яанчувззеб – яеш ястеняТ ,ытунивдс оннензижзеб икев";"яанреч";"веки безжизненно сдвинуты, Тянется шея – беззвучная,";"черная";" ";"Яуза.";"В. Я. Брюсов. Ночью  («Дремлет Москва, словно самка спящего страуса…») (20.06.1895)";"В. Я. Брюсов";"1873";"Ночью  («Дремлет Москва, словно самка спящего страуса…»)";"20.06.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"11";"76";"Кругло-тяжелые веки безжизненно сдвинуты, Тянется шея – беззвучная, черная Яуза.";"f04152b03ab95927c4e8002eca456d67:2:8"
" моксечипорт ж ебен В ,мокинйокоп дан";"окря";"над покойником, В небе ж тропическом";"ярко";" ";"сверкают созвездия.  20 июня 1895";"В. Я. Брюсов. Ночью  («Дремлет Москва, словно самка спящего страуса…») (20.06.1895)";"В. Я. Брюсов";"1873";"Ночью  («Дремлет Москва, словно самка спящего страуса…»)";"20.06.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"11";"76";"Встанешь, глядишь… а они всё кружат над покойником, В небе ж тропическом ярко сверкают созвездия.  20 июня 1895";"f04152b03ab95927c4e8002eca456d67:10:12"
" янем гуркоВ ,йотыркто юогород дерепв уди";"онмет";"иду вперед дорогою открытой, Вокруг меня";"темно";", ";"а сзади блеск зарниц…";"В. Я. Брюсов. «Когда былые дни я вижу сквозь туман…» (22.06.1895)";"В. Я. Брюсов";"1873";"«Когда былые дни я вижу сквозь туман…»";"22.06.1895";"художественная";"";"";"";"";"книга";"омонимия не снята";"";"5";"80";"И я иду вперед дорогою открытой, Вокруг меня темно, а сзади блеск зарниц…";"3ffff3eed58ce03fc3c04c8b675cdb0d:3:8"
